TXNAME	R1_H1975	R2_H1975	R3_H1975	R1_HCC827	R2_HCC827	R3_HCC827
ENST00000528410	0	0	1	0	0	0
ENST00000528412	0	0	0.5	0	0	0.5
ENST00000528416	304	386	269	386	193	457
ENST00000528437	4.14249	1.79992	0.89945	0	1	2
ENST00000528439	15	8	7	12	13	8
ENST00000528443	0	0	0	1.79627	0	0
ENST00000528450	0	0.5	1	1	0	1
ENST00000528452	0	0	0	0	0	1
ENST00000528462	0	0	2.60771	0	0	0
ENST00000528479	0	3	0	2	0	1
ENST00000528488	4	6	8	0	0	0
ENST00000528489	6	8	7	15	2	9
ENST00000528492	130	191	206	152	112	98
ENST00000528497	32	20	20	0	0	0
ENST00000528498	0	1	0	0	0	0
ENST00000528499	214	312	191	82	32	126
ENST00000528508	6	9	7	2	0	0
ENST00000528511	0	0	0	0	0	1
ENST00000528513	5	1	3	1	2	1
ENST00000528524	139	115.43758	143	38	33	41
ENST00000528528	0	0	0	0	0	1
ENST00000528533	0	1	0	0	0	0
ENST00000528541	2	0	0	0	0	0
ENST00000528543	0.44273	0	0.0994	0	0	1
ENST00000528547	0	0	0	1	0	0
ENST00000528555	7	10	7	0	0	0
ENST00000528561	2.93457	0	0	0	0	0
ENST00000528571	0	1	0	0	0	0
ENST00000528577	1	0	0	0	0	1
ENST00000528579	0	0	1	0	0	0
ENST00000528581	2	2	1	4	0	3
ENST00000528604	1	0	0	0	0	0
ENST00000528608	0	0	0.04212	0	0	0
ENST00000528610	1144	1182	982	941	604	862
ENST00000528617	1	1	0	2	0	1
ENST00000528619	0	0	0	0	0	3
ENST00000528626	0	0	1	0	0	0
ENST00000528633	64	31	32	0	0	0
ENST00000528638	21	13	12	4	5	1
ENST00000528641	220	186	169	151	104	169
ENST00000528648	0.92822	3.45873	0.91482	0.91472	0.81254	1
ENST00000528653	0	1	0	0	0	0
ENST00000528659	0	1	1	2	0	0
ENST00000528663	4.68934	3	3	6.94212	1.97028	5.88744
ENST00000528665	7	0	0.06615	1.32664	0	0
ENST00000528667	1	0	1	0	1	1
ENST00000528675	1	0	1	1	4	1
ENST00000528679	134	129	135	39	29	33
ENST00000528680	0	0.05631	0.01689	0	0.04316	0
ENST00000528685	0	0	1	0	0	0
ENST00000528689	0	2	0	0	0	0
ENST00000528694	43.3154	26.96447	51.53817	9	13	0
ENST00000528699	0	0	0.36003	0	0	0
ENST00000528701	0	0	1	0	0	0
ENST00000528717	26	30	27	13	14	25
ENST00000528718	0	2	0	2.68543	3	4
ENST00000528722	0	0	0	1	0	0
ENST00000528723	1	1	0	1	0	1
ENST00000528725	0	2.31647	1.62754	2	0.42935	0.56281
ENST00000528732	0	0	0	0	0.02213	0
ENST00000528740	0	0	0	0	1	1
ENST00000528744	0	0.41887	0	0	0.83331	9
ENST00000528768	0	0	1	0	0	0
ENST00000528775	0	0	0	0	3	0
ENST00000528780	0	1	0	3	0	0
ENST00000528794	2	5	5	0	0	0
ENST00000528796	1	0	4	0	0	0
ENST00000528798	81	79	112	172	95	130
ENST00000528800	4	10	10	20	5	13
ENST00000528812	0	2	0.8762	1.82231	2.76406	1
ENST00000528814	10	17	4	6	3	3
ENST00000528818	61.62165	54.32213	59.70481	11.71006	0	7.98824
ENST00000528821	4	0	2	4	0	3
ENST00000528824	3	8	2	0	0	1
ENST00000528834	2	2	0	0	0	0
ENST00000528837	3	0	0	0	0	1
ENST00000528838	28.67497	35.52433	11.18594	33.34272	14.61236	40.52352
ENST00000528840	0	1	0	0	0	1
ENST00000528844	134	98	119	44	50	56
ENST00000528848	78	44	49	37	68	28
ENST00000528849	0	0	0	2	0	0.42252
ENST00000528850	1	0	0	0	0	0
ENST00000528853	0	0	1	0	0	0
ENST00000528870	0	1	1	1	0	2
ENST00000528878	97	87	92	181	102	83
ENST00000528880	3	1	1	3	4	2
ENST00000528883	2	0	0	0	0	0
ENST00000528889	0	0	0	0	0	1
ENST00000528895	41.56639	79.34424	0	18.36459	11.17389	26.42817
ENST00000528898	0	0	1	0	0	1
ENST00000528907	0	0	0	0	0	0.15981
ENST00000528920	0	0	1	0	0	1
ENST00000528930	6.58477	9	5.08334	12.76113	11.19687	14.86187
ENST00000528937	0.17258	0	0	0	0	0
ENST00000528938	2	0	1	0	0	0
ENST00000528949	55	51	26	16	10	24
ENST00000528954	13	5	13	9	7	9
ENST00000528957	15.58871	6079.09105	1007.34875	6.08759	4684.47467	3.46879
ENST00000528964	8	17	9	2	1	4
ENST00000528965	0	0	0.28063	0	0	0
ENST00000528969	0	0	0	1	0	0
ENST00000528975	1	0	0	1	0	0
ENST00000528983	0	2	0	0	0	0
ENST00000528987	144	127	113	59	39	29
ENST00000528989	1	0	0	0	0	0
ENST00000528990	0	1	0	0	0	0
ENST00000528991	0	1	0	0	0	0
ENST00000528993	5	5	1	6	0	4
ENST00000528994	0	28.11164	0	0	0	14
ENST00000528995	0	0	1	0	0	1
ENST00000528997	140	141	127	19	17	19
ENST00000529007	61	80	110	82	69	67
ENST00000529008	1	1	2	0	1	0
ENST00000529010	264	368	269	22	15	40
ENST00000529020	0	0	0	2	0	3
ENST00000529022	0	3	0	0	0	0
ENST00000529023	0.53879	0	0	3	2.03748	2
ENST00000529029	1.44728	0	0	0	0	0
ENST00000529031	0	1	1	0	0	0
ENST00000529036	0	0.79713	0	0	0	0
ENST00000529039	0	0	1.3144	0	0	0
ENST00000529056	0	0	1	0	0	0
ENST00000529064	51	73	52	36	32	41
ENST00000529073	2	0	0	0	0	0
ENST00000529086	108	94	75	40	11.61874	31
ENST00000529089	0	0	0	0	0	0.34652
ENST00000529106	8	7	11	22	8	25
ENST00000529110	1e-05	2.02284	0	1e-05	0	0
ENST00000529139	5	7	0	0	0	1
ENST00000529142	6	5	1	2	0	3
ENST00000529143	12	19	10	4	3	4
ENST00000529154	1	0	1	0	0	0
ENST00000529158	4	5	0	3	5	4
ENST00000529162	0	0	3	0	0	0
ENST00000529163	33	34	12	73	44	57
ENST00000529166	0	1	2	0	0	0
ENST00000529168	3	0	1	0	0	0
ENST00000529171	1	0	0	0	0	0
ENST00000529173	1	0	0	0	0	0
ENST00000529177	4	1	0	2	0	0
ENST00000529179	0	7	0	0	5	0
ENST00000529182	5.24358	0	4.20684	10.31316	6.27099	0
ENST00000529186	0	1	0	0	0	0
ENST00000529187	4	8	2	8	5	10
ENST00000529189	3	1.422	5.75361	0.97008	0	0.96965
ENST00000529192	0	1	0	0	0	2
ENST00000529194	11	6	3	1	0	0
ENST00000529195	0.91796	0	0	0	0	0
ENST00000529196	11	12	6	3	1	5
ENST00000529211	0	0	0.48699	0	0	0
ENST00000529212	2	0	0	0	0	0
ENST00000529221	17	12.34455	0	8.5	0	0
ENST00000529230	0	1	0	0	0	0
ENST00000529239	2	1	1	3	5	4
ENST00000529244	2	8	3	8	6	5
ENST00000529246	18	8	9	2	2	6
ENST00000529251	0.42358	0	0	0	0	0
ENST00000529253	21	18	29	162	81	139
ENST00000529254	1.0159	2.00838	0	1.00668	0	1
ENST00000529259	0	9	0	0	0	0
ENST00000529270	0	6	8	13	8	7
ENST00000529271	1	2	0	0	0	0
ENST00000529272	1046	924.5	1655.95497	1462	1011	1485.0886
ENST00000529275	2	0	0	0	0	0
ENST00000529281	14	9	10	8	3	4
ENST00000529294	6	0	1	1	3	0
ENST00000529296	33	47	42	116	144	119
ENST00000529309	0	0	0	1	3	1
ENST00000529310	6	9	3	0	0	0
ENST00000529312	2	4	3	9	5	5
ENST00000529313	0	0	1.45357	0	0	0
ENST00000529315	9	5	9	10	2	4
ENST00000529331	11	4	7	9	3	14
ENST00000529332	0	0	3	1	0	0
ENST00000529333	1	0	0	0	1	0
ENST00000529336	0	4	5	0	0	0
ENST00000529345	0	0	1	0	0	0
ENST00000529346	0	0	0	0.72395	3.93163	1.35287
ENST00000529347	0	0	0.47447	0	0	0
ENST00000529350	1	0	0	0	1	0
ENST00000529355	0	0	0	0	0.12639	0
ENST00000529358	1.65132	0.43967	0	0	0	0
ENST00000529359	0	0.05228	0.31774	1.18501	2.80899	0
ENST00000529360	2.48536	6.84527	8.31868	1.87366	14.81095	2.58082
ENST00000529369	376	303	333	1471	831	1320
ENST00000529376	3.16074	0	0	0.39785	0	0
ENST00000529382	3	2	4	0	0	0
ENST00000529384	99	99	99	143	121	161
ENST00000529397	2	0	1	1	0	1
ENST00000529402	0	0	1	0	0	0
ENST00000529403	50	42.542	0	32.22186	8.78395	47.77725
ENST00000529405	0	0	0	0.08729	0	0
ENST00000529408	0.34642	8	3.61949	0	0	5.22472
ENST00000529413	7	10	11	0	0	0
ENST00000529419	3	1	2	28	29	16
ENST00000529421	1	3	3	3	0	6
ENST00000529434	0	0	0	5.77066	0	0.81199
ENST00000529435	33.95391	2.12458	28.69411	2.62071	9.37349	6.02707
ENST00000529444	0	2	0	0	0	0
ENST00000529446	0	4	2	5	2	1
ENST00000529450	2	3	0	1	1	7
ENST00000529458	1	0	1	0	0	0
ENST00000529460	0.58137	0.82735	0.6062	0.18016	0.11677	0.19716
ENST00000529462	29.95847	137	101	157	101	141
ENST00000529470	0	0	0	0.13231	0	0
ENST00000529473	1	1	1	0	0	1
ENST00000529474	3	0	0	0	0	1
ENST00000529477	0	0	1	0	0	0
ENST00000529479	0	0	3	0	0	0
ENST00000529481	0	0	1	3	2	0
ENST00000529484	0	0.24313	0.74924	0.23878	0.18441	0.2866
ENST00000529485	0	0	0	1	0	0
ENST00000529498	5	0	0	0	1	0
ENST00000529503	0	0	0	0.21999	3e-05	0
ENST00000529505	0	0	0	2	0	0
ENST00000529515	5	2	0	0	0	0
ENST00000529522	0	0	0	0	0	1e-05
ENST00000529525	2	4	0	3	0	0
ENST00000529528	1	0	0	13	7	7
ENST00000529533	0	1	0	0	0	0
ENST00000529539	0	0	1	0	0	0
ENST00000529543	6	8	12	7	2	6
ENST00000529544	0	0	0	3.44275	3.01293	0
ENST00000529546	0	0	0	0	0	1
ENST00000529550	1	0	0	0	0	1
ENST00000529572	1	1	0	0	0	0
ENST00000529576	53	45	27	92	179	61
ENST00000529579	16	14	16	29	2	17
ENST00000529580	0	0	0	0	0.08992	0
ENST00000529581	6	2	3	0	0	0
ENST00000529582	2	2.19015	2	0.48333	4.57188	2.90477
ENST00000529583	9.45504	6	5	3	0	3
ENST00000529590	134	139	103	1	6	1
ENST00000529592	0	0	0	0	3.04306	0
ENST00000529597	0	0.01224	0	0	0	0.5
ENST00000529601	5	4	6	2	4	5
ENST00000529604	0	0	0	0	0	0.55284
ENST00000529607	1	1	0	0	0	0
ENST00000529609	0	0	1	1	0	1
ENST00000529611	52	27	35	48	15	44
ENST00000529613	1	0	3	0	0	0
ENST00000529615	1	0	0	0	0	0
ENST00000529618	2	1	3	1	0	1
ENST00000529638	4	2	2	0	0	1
ENST00000529639	44988.52124	37281.04105	37446.68545	74763.61026	65178.4609	65277.99159
ENST00000529640	26	10	15	35	32	23
ENST00000529654	0	0	0	0	0	1
ENST00000529655	6	4	2	2	3	1
ENST00000529664	0	0	0	0.38962	0	0
ENST00000529677	1	2	1	0	1	0
ENST00000529689	1390	1360	1403	613	338	512
ENST00000529690	2	1	0	3	0	1
ENST00000529691	0	0	0	0	0	1
ENST00000529702	1	1	1	3	5	1
ENST00000529704	1852	1790	1919	766	511	641
ENST00000529721	3	3	1	5	2	7
ENST00000529727	0	0	0	2	1	0
ENST00000529742	0	1	0	0.69834	0	0
ENST00000529743	1	1	1	2	0	1
ENST00000529745	201	205	171	81	31	66
ENST00000529753	0	1	0	0	0	0
ENST00000529760	0	1	0	0	0	0
ENST00000529767	0	0	2	3	0	2
ENST00000529768	0	0	0	0.0064	0	0
ENST00000529770	16	25	12	1	4	4
ENST00000529771	0	2	1	1	0	1
ENST00000529774	0.22943	0	0	0.12226	0.0727	0.04655
ENST00000529783	0	0	1	0	0	0
ENST00000529789	0	0	0	0	0.05659	0
ENST00000529790	147	134	130	50	35	38
ENST00000529806	0.1119	0	0	0	0	0
ENST00000529807	1.18027	6	0	0.78274	0.3236	0.16126
ENST00000529808	2	0	0	0	0	0
ENST00000529811	5	8	7	7	1	1
ENST00000529813	0	0	0	0	4.97181	0
ENST00000529826	0	0	0	0.00477	0	0
ENST00000529829	12	10	11	0	0	0
ENST00000529832	0	0	0	0	0	1
ENST00000529834	0	1	0	0	0	0
ENST00000529843	5	0	4	1	6	3
ENST00000529852	0	1	1	1	6	3
ENST00000529856	25	13	9	13	1	6
ENST00000529859	3	0	3	0	0	0
ENST00000529866	0.50972	0	0	0	0	0
ENST00000529868	5.69214	12	15	30	19	42
ENST00000529887	3	4	1	1	0	0
ENST00000529893	0	1	1	0	0	0
ENST00000529898	0	0	0	3.7005	3.07502	0
ENST00000529904	0	0	4.37591	19.52734	0.13666	5.08751
ENST00000529912	3	3	1	0	0	0
ENST00000529920	3	2	5	7	8	4
ENST00000529927	146	174	148	66	33	95
ENST00000529930	43.06362	0	57	0	44.83062	0
ENST00000529939	0	2	0	0	0	0
ENST00000529942	12.77153	8	6.89168	0	0	0
ENST00000529943	0.97103	1	3	1	0	0.85644
ENST00000529945	11.6757	13.35152	8.8272	3	0	1
ENST00000529949	2	1	4	3	3	9
ENST00000529957	0	0	0	0	0	1
ENST00000529958	0	0.21347	0	0.23696	0.29467	0.25644
ENST00000529964	47	39	33	45	25	34
ENST00000529965	8	20	8	48	25	28
ENST00000529968	1066.06657	972.95866	1011.84792	382.60222	361.02753	336.37653
ENST00000529973	0	1	0	0	0	0
ENST00000529974	225	207	163	55	21	41
ENST00000529979	0	0	2	0	0	0
ENST00000529983	15	17	23	12	5	13
ENST00000529984	0	0	0	1	1	1
ENST00000529986	10	10	6	8	4	14
ENST00000529992	5	4	1	0	1	0
ENST00000529995	1	0	0	0	0	0
ENST00000530002	2	0	2	6	4	2
ENST00000530004	0	1	0	0	0	0
ENST00000530022	23810.18367	18744.49003	19711.38113	29479.0324	19944.47724	18653.44192
ENST00000530028	2192	1831	1066	1102	1232	1408
ENST00000530047	16.99999	25	16	47.99998	29	67.99998
ENST00000530049	1	0	0	0	0	0
ENST00000530054	0	5	1	2	0	1
ENST00000530055	2	2	0	1	1	0
ENST00000530058	0	0	1	0	0	0
ENST00000530063	43	28	42	71	115	55
ENST00000530069	0	0	1	0	0	0
ENST00000530079	1	1	0	0	0	0
ENST00000530083	2.71282	23.34791	29.49095	41	19	22
ENST00000530094	5	3	8	2	1	3
ENST00000530096	3.10524	1.31408	2.20572	1.70437	0	2.86147
ENST00000530104	55.46486	57.28233	47.00831	83.89834	57.2837	63.07785
ENST00000530106	3	5	7	0.21109	0	0
ENST00000530108	12.5305	23.16969	14.89921	3.73348	4.38959	7.32594
ENST00000530109	1.57211	0.40044	1.11598	1.82465	184.86277	0
ENST00000530112	0	0	1	1	0	0
ENST00000530114	3	5	4	2.99694	0	6.54754
ENST00000530115	133	88	82	41	57	27
ENST00000530120	3	6	1	3	4	4
ENST00000530124	0	1	0	0	0	0
ENST00000530126	0	0	1	0	0	0
ENST00000530137	35	25	30	48	26	36
ENST00000530143	8	12	10	3	2	1
ENST00000530152	1	0	0	0	0	0
ENST00000530164	0	0	0.02023	0	0	0
ENST00000530165	9	8	6	5	1	6
ENST00000530166	2	6	3	6	0	7
ENST00000530167	234	147	100	105	194	79
ENST00000530170	10	5	7	11	4	6
ENST00000530181	1	1	1	7	2	6
ENST00000530188	0	2	0	1	0	0
ENST00000530190	0	0	0	1	0	1
ENST00000530191	9.37666	5.37366	9	13.99968	8	19.93674
ENST00000530193	5	0	2	3	2	0
ENST00000530199	25	18	22	1	0	2
ENST00000530205	1	0	0	0	0	0
ENST00000530207	0.12431	4	0.16802	0	3	0
ENST00000530214	55	28	40	253	140	175
ENST00000530216	0	0	0	0	0	1
ENST00000530221	5	6	3	9	5	4
ENST00000530222	39	39	37	74	52	47
ENST00000530225	22	26	18	26	13	15
ENST00000530235	218	210	205	94	50	80
ENST00000530238	0	0	1	1	0	1
ENST00000530242	0	0	0	1	0	0
ENST00000530248	2	0	2	0	0	0
ENST00000530257	0	0	257.44136	0	0	0
ENST00000530258	10.53819	13.03406	13.12328	8.48175	7.22164	13.10356
ENST00000530261	4	1	2	1	0	0
ENST00000530266	0	0.31949	0	3.27666	2.80082	1e-05
ENST00000530267	0	2	0	0	0	0
ENST00000530269	0	1	0	0	0	0
ENST00000530270	16.96626	23.96034	1e-05	2.91615	0	7.21205
ENST00000530272	0	1	0	0	0	0
ENST00000530274	1.10251	0.42858	0.23903	0	0	0.39778
ENST00000530275	0	2	3	4	1	0
ENST00000530285	1	1	1	0	1	0
ENST00000530287	0	0	0	0	1.30226	0
ENST00000530304	0.72754	0	0	0	0	0
ENST00000530307	0	0	1	0	0	0
ENST00000530309	33.31316	3e-05	45.21359	1e-05	25.0111	0
ENST00000530312	1	0	1	0	0	0
ENST00000530317	1	2	2	0	0	0
ENST00000530318	4	0	0	0	0	1
ENST00000530332	0	0	1	0	0	1
ENST00000530335	0	0	3	0	0	0
ENST00000530336	23.52391	83.33645	16.90134	3.24193	0.78346	30
ENST00000530339	6	4	13.49848	5	11	5.34618
ENST00000530340	0	1	0	236	214	258
ENST00000530342	25	34	15	3	5	7
ENST00000530344	2	1	4	3	1	0
ENST00000530349	10	14	5	10	11	7
ENST00000530351	0	1	0	0	0	0
ENST00000530352	0.93519	0	0	0	0	0
ENST00000530353	0	0	0	0.13865	0	0
ENST00000530361	1	0	1	0	0	0
ENST00000530374	2	5	0	1	4	2
ENST00000530375	0	0	0	1	0	0
ENST00000530384	31	49	41	15	1	18
ENST00000530392	0	0.04411	0	0	1.02384	0
ENST00000530394	0	0	1	0	0	0
ENST00000530401	0	1	0	0	0	0
ENST00000530407	9	3	5	0	0	1
ENST00000530417	0	0	0	0	1	0
ENST00000530422	1	0	1	2	3	0
ENST00000530428	379	335	335	286	181	281
ENST00000530430	0	0	0	11	8	8
ENST00000530438	3	1	1	1	0	4
ENST00000530441	0.72148	3	1	0	0	0
ENST00000530444	28	36	35	23	20	47
ENST00000530446	2.82716	42.1873	23.97395	11.20082	11.17075	31.31962
ENST00000530448	339.77271	360.56829	390.3152	131.8466	84.07229	83.26991
ENST00000530454	6	0.02467	0	0	0	0
ENST00000530455	164	219	187	59.42702	86	151
ENST00000530457	111	157	107	40	28	50
ENST00000530462	0	0	0	1	0	0
ENST00000530463	0	4.51	0	0	0	0
ENST00000530468	2.43361	0.65576	39	0.63541	0.82611	0.57183
ENST00000530481	0	0	1	0	0	0
ENST00000530490	32	32	49	61	44	60
ENST00000530498	8.39922	37.04726	7.98185	11.53423	29.53041	47.8554
ENST00000530511	0	3	0	0	0	0
ENST00000530512	0	0	0	1	0	0
ENST00000530513	1	0	0	0	0	0
ENST00000530518	4	1	1	0	0	0
ENST00000530523	0	0	0	0	0	1
ENST00000530533	0	0	0	0	0	0.94604
ENST00000530535	0	1	0	0	0	1
ENST00000530541	51	82	65	42	34	48
ENST00000530553	6	4	3	1	1	2
ENST00000530555	0	0	1	0	0	0
ENST00000530560	0	1	0	1	2	3
ENST00000530563	0	1	2	2	0	0
ENST00000530570	0	2	3	3	0	0
ENST00000530583	7	9	4	1	1	3
ENST00000530584	1.05402	2.01771	2.65358	0.5486	0.37501	0.45244
ENST00000530591	1	3	0	1	0	1
ENST00000530595	0	1	1	0	0	1
ENST00000530600	3	4.49887	3.61322	7	6.70085	11
ENST00000530604	91	68	80	75	27	43
ENST00000530608	1	3	0	0	0	0
ENST00000530609	56	49	47	11	5	12
ENST00000530616	0	0	0	2	0	0
ENST00000530620	0	0.8447	0	0	0	0
ENST00000530623	0	0	0	0	1	0
ENST00000530625	0	0	1	3	0	0
ENST00000530628	0	1	1	3	6	4
ENST00000530629	1.63857	1.71098	1e-05	4	0	1e-05
ENST00000530631	0.87009	0.89979	0.97611	0	4.08186	0
ENST00000530632	0	0	1	0	0	0
ENST00000530637	17	23	17	33	33	29
ENST00000530640	21	18	16	15	8	17
ENST00000530641	5	7	0.12762	2	0	4
ENST00000530642	0.09529	0	0.10688	0.17165	1.36415	0
ENST00000530646	0.00672	0.02617	0.00604	0	0	0.0089
ENST00000530647	0	0	1	0	0	0
ENST00000530650	25	33	25	90	68	115
ENST00000530655	2	2	3	6	1	6
ENST00000530657	0	0	0	1	0	0
ENST00000530675	0	1	0	0	0	0
ENST00000530681	0	0	7.20796	0	0	1.72145
ENST00000530682	0	0	0	2.50017	0	0
ENST00000530685	18	8	6	2	2	4
ENST00000530686	1	0	0	0	0	0
ENST00000530690	0	2	0	0	0	1
ENST00000530691	0	0	2	0	0	0
ENST00000530697	4.18354	3	2	0	0	0
ENST00000530702	0	1	0	0	0	0
ENST00000530705	45224	41027	40039	84817	41456	72782
ENST00000530711	0	0	0	3	0	2
ENST00000530712	1.67885	0	0.9508	2.44302	2.66888	0
ENST00000530721	305	355	317	751	517	674
ENST00000530726	0	0	0	1	0	0
ENST00000530731	1	0	0	0	0	0
ENST00000530736	0	0	0	1	0	0
ENST00000530742	1	0	0	0	0	0
ENST00000530743	2	3	8	1	1	0
ENST00000530751	2.56608	1.02161	0	6.66355	3.07819	0.79313
ENST00000530755	0.0242	0	0	0.02725	0.16727	0
ENST00000530758	9261	8837	8855	7773	4550	6693
ENST00000530762	0	3	1	0	0	4
ENST00000530767	13.99999	1e-05	7.56519	0.03755	0	0
ENST00000530769	0	1	0	0	1	1
ENST00000530773	0	0	0	1	0	0
ENST00000530776	0	1.5	3.5	1	0	2
ENST00000530778	10	5	7	7	1	4
ENST00000530782	0	0	1	1	1	3
ENST00000530783	42	40	47	14	6	7
ENST00000530788	41	21	33	14	1	8
ENST00000530791	0	0	0	0	0	1.91429
ENST00000530796	0	1	0	0	0	1
ENST00000530797	0.42171	0.07168	1.71669	1.91649	3.35053	1.42324
ENST00000530799	23	28	22	70	45	66
ENST00000530807	619	505	512	334	257	289
ENST00000530811	123.73069	100.05727	50.2722	86.67156	26.04711	70.19694
ENST00000530818	0	0	0	0	1	0
ENST00000530819	1	1	3	6	2	0
ENST00000530820	2	0.27746	3	0.19577	0	1
ENST00000530825	5	4	4	1	1	2
ENST00000530829	1	1	1	0	0	1
ENST00000530831	0	0	0	0	2	0
ENST00000530833	8	3	2.72534	0	0	5
ENST00000530835	27	22	21	14	11	13
ENST00000530848	0	1	0	1	0	0
ENST00000530861	0	2	0	2	1	0
ENST00000530872	0	0	0	3	0	0
ENST00000530886	9	10	8	7	0	2
ENST00000530887	2	0	0	0	0	0
ENST00000530890	3	3	1.5	0	0	2
ENST00000530897	52	55	59	28	29	24
ENST00000530900	0	0	0	1	0	0
ENST00000530901	22	27	18	0	2	0
ENST00000530909	3.92434	3.31922	3.75208	1.15587	3.38055	1.49926
ENST00000530910	0	0	0	0	0.37434	0
ENST00000530911	8	2	2	4	2	4
ENST00000530913	1e-05	0	0.00044	0	412.31018	0
ENST00000530920	15	3	21	5	9	7
ENST00000530945	0.39364	0.40367	0.45769	1.08594	0.14157	0.37009
ENST00000530952	5	0	0	1	0	0
ENST00000530961	2	3	9	1	0	1
ENST00000530963	0	0	0	1	0	0
ENST00000530971	0	0	0.49995	0	0.13367	0
ENST00000530979	2	1	0	1	1	0
ENST00000530991	1	1	0	0	1	0
ENST00000530992	27	20	3	8	12	19
ENST00000531013	285	302	311	263	40.5431	233
ENST00000531019	0	0	0	3	0	0
ENST00000531023	0	0	0	0	1e-05	0
ENST00000531035	1	0	0	0	1	0
ENST00000531036	308	259	258	30	13	32
ENST00000531037	0	2	0	0	0	0
ENST00000531038	0	0	0	0	4	0
ENST00000531041	0.21841	0	0.11093	0.25369	0	0.42842
ENST00000531051	0	1	0	0	0	0
ENST00000531056	1	0	0	0	0	0
ENST00000531058	1	1	0	0	0	0
ENST00000531059	1.27724	4.05829	0.47139	9.55885	6.59207	4.09516
ENST00000531062	6.00124	7	0	0.67631	0	0
ENST00000531063	0	0.01781	0	0	0	0
ENST00000531065	0	0	0	3	3	8
ENST00000531067	0	1	0	0	0	0
ENST00000531072	1	0	1	0	0	0
ENST00000531089	4	3	2	3	0	0
ENST00000531092	0	1	1	0	0	0
ENST00000531095	1	0	2	1	0	0
ENST00000531102	0	0	0	1	0	0
ENST00000531105	1	0	1	4	1	0
ENST00000531109	4	4	7	3	3	4
ENST00000531118	5.56637	0.69044	2.35793	7.43393	12.99422	3.59189
ENST00000531126	37	66	62	37	34	26
ENST00000531129	41	36	44	10	6	8
ENST00000531133	5	1	0	1	0	0
ENST00000531135	0	0	0.02029	0	0	0
ENST00000531138	3	8	2	5	0	0
ENST00000531140	0	0.03643	0.01456	0	1	0
ENST00000531147	0	0	0	0	0	0.07428
ENST00000531154	3	3	2	2	2	1
ENST00000531155	2	0	0	0	3	3
ENST00000531158	0	0	0	1	0	0
ENST00000531163	13.1231	7.02832	11	8.63808	47.54947	15.60347
ENST00000531178	752	632	667	328	239	335
ENST00000531186	0	0	0	8	0	0
ENST00000531188	105660.9969	98375.99684	89309	222753.99172	154451.40005	193704.9941
ENST00000531192	0	1	0	0	0	0
ENST00000531215	0	0	0	1	0	0
ENST00000531220	1	2	1	0	0	0
ENST00000531224	9	11	8	3	1	5
ENST00000531228	0	0.05002	0	0	0	0
ENST00000531239	1192	1769	1819	659	340	427
ENST00000531241	5.34286	0	0	0	0	0.92044
ENST00000531248	0	0	2	0	0	1
ENST00000531250	0	0	0	0	68.525	0
ENST00000531262	3	1	0	0	1	1
ENST00000531263	91	65.62434	74.4211	37	27	33.922
ENST00000531273	79.23274	6.32566	42.04684	20	6	22
ENST00000531274	10	14	7	0	0	0
ENST00000531278	1	0	0	0	1	0
ENST00000531282	23.37965	2.05455	1.97811	1.96751	13.77358	0.97566
ENST00000531285	0	4	2	25	33	29
ENST00000531287	0	0	0	2	0	0.26559
ENST00000531289	5	4	7	6	0	1
ENST00000531290	0	0	0.22784	1e-05	0	1e-05
ENST00000531296	32	8.76355	7.04021	8.17154	0.62283	2.37069
ENST00000531299	0	0	1	0	0	0
ENST00000531316	0.9067	0	0	0	0	0
ENST00000531325	0	2	2	1	0	0
ENST00000531329	0	0	1	3	1	5
ENST00000531336	0	0	0	0.56712	0	0
ENST00000531345	1e-05	1e-05	0	36.88325	79.71629	0
ENST00000531346	12	11	14	10	12	19
ENST00000531352	2	0	1	0	0	0
ENST00000531357	1	2	2	1	4	1
ENST00000531363	0	0	0	71	49	74
ENST00000531366	97	87	108	16	21	20
ENST00000531380	1	2	1	0	0	0
ENST00000531383	0	0	3	0	0	0
ENST00000531387	1	0	0	2	0	0
ENST00000531391	10	10	13	6	3	10
ENST00000531392	0	0	1	0	0	0
ENST00000531393	0	0	0	0.37931	16.82007	19
ENST00000531405	999	956	906	546.28375	1438.71248	1259.08657
ENST00000531406	0.20394	0.19588	0.53411	0.81937	1	1
ENST00000531407	12	30	9	6	10	19
ENST00000531408	3	5	3	3	0	5
ENST00000531413	25	22	24	10	2	4
ENST00000531421	0	1	0	0	0	0
ENST00000531430	112	104	135	73	47	75
ENST00000531435	4	20	8	17	1	10
ENST00000531439	1	7	3	0	2	1
ENST00000531449	0	0	0	1	0	0
ENST00000531452	8	0	1	7	1	2
ENST00000531455	0	2	0	0	1	0
ENST00000531461	0	2	3	0	0	0
ENST00000531462	2	4	7	4	8	4
ENST00000531469	20	18	11	10	4	11
ENST00000531473	1	1	3	3	1	4
ENST00000531477	291	254	244	49	39	42
ENST00000531480	0	0	0	2	0	0
ENST00000531482	0	0	0	0	0	1
ENST00000531484	2	4	0	0	0	1
ENST00000531485	176	164	154	106	49	70
ENST00000531487	14	17	21	15	3	15
ENST00000531488	14	15	6	4	1	0
ENST00000531491	12	15	2	9	1	8
ENST00000531493	115.72243	108.70427	3.24866	69.06864	0	7e-05
ENST00000531500	6	2	7	0	0	1
