GENEID	R2_HCC827.bam	R3_HCC827.bam	R1_HCC827.bam	R3_H1975.bam	R1_H1975.bam	R2_H1975.bam
ENSG00000160305	131.99999	72.99999	135	115.00001	132	124.99999
ENSG00000160310	725.00002	1066.99999	1208.99998	1885.99998	1993.00001	1967.00003
ENSG00000160318	15	40	33	62	53	38
ENSG00000160321	1	0	0	16	14	11
ENSG00000160323	36	8	10	43.00001	47.00001	63
ENSG00000160325	1017.99999	902.99999	924.00001	307	326	281
ENSG00000160326	73.99999	68	50.99999	178	140	182
ENSG00000160336	98	112	140	819	881	820
ENSG00000160345	441.99999	581	664	626	687	629
ENSG00000160349	0	0	0	0	4	0
ENSG00000160352	7	4	13	1134	1262.99998	1134.99999
ENSG00000160360	398	191	283.00001	108	116.00001	96.99999
ENSG00000160392	144	119.99999	141	39	46	38.00001
ENSG00000160396	1	0	0	0	0	1
ENSG00000160401	26	17	16	42	12	15
ENSG00000160404	384.00001	366	418.99999	446.00001	544	495
ENSG00000160408	375	306	352.99999	203	199	223.00001
ENSG00000160410	1415.99999	1306.00001	1212.99999	294.99999	297.99999	328
ENSG00000160439	894.00001	838	1237	1430	1628.00001	1595
ENSG00000160445	1001	492	559.00001	301.00001	352	326
ENSG00000160446	2639	3436	3535	1710	2117	2067.00001
ENSG00000160447	281	230	225.99999	45	76	60
ENSG00000160460	6	1	6	9	11	3
ENSG00000160469	26	16	10	45	30	40
ENSG00000160471	7	11	21	55	61	71.00001
ENSG00000160472	0	4	0	7	3	4
ENSG00000160539	5	2	6	1	1	4
ENSG00000160551	78	41	105	261	283	216
ENSG00000160563	992.00001	1169	1263	720	768	793.99999
ENSG00000160570	268	254.99998	305	68	67.99999	82.99998
ENSG00000160584	363.00002	178.00001	231	92.99999	167.00001	114.99999
ENSG00000160588	70	67	84	102	120	106
ENSG00000160593	2	1	0	0	1	1
ENSG00000160602	94	57	74	108	119	112
ENSG00000160606	796	740.99999	895	933	745	1029
ENSG00000160613	382	242	351.99999	350.99998	429.00001	124
ENSG00000160633	1237	873	1217	1306	1647.00001	1438
ENSG00000160654	0	0	2.00001	0	0	0
ENSG00000160678	71	59	95	356	446	307
ENSG00000160679	2510	2605	2590.00001	2534.99999	2612.99999	2759
ENSG00000160683	15	11	22	39	56	40
ENSG00000160685	524	321.99998	366.99988	203.99998	198.99992	152.00001
ENSG00000160688	1622.00001	2190	2035.99999	2078	2022	2212.99999
ENSG00000160691	1269.00001	1208	1141	1535	1894	1742
ENSG00000160695	668	573.00001	536.00001	348.00001	332	334.00001
ENSG00000160703	235.00002	162.99999	198.99998	237	296.99999	220.00001
ENSG00000160710	1682	1025	1382.00002	2115.99999	2283	1787.00002
ENSG00000160712	506	298	413	133	208	142
ENSG00000160714	563.99999	370	481	628	700.00001	582.99999
ENSG00000160716	1	0	0	0	0	0
ENSG00000160741	412.99999	349	374.00001	362	350	397
ENSG00000160746	286.00001	258.99999	285	362.00001	405.99999	431.99999
ENSG00000160752	17507	14154.99999	17570.00001	12791	13224.00001	11935
ENSG00000160753	670	610.99999	609.99999	778.99998	829.00001	801
ENSG00000160767	552.99999	295.99999	352.99998	408.99998	460.99998	334
ENSG00000160781	5	11	9	14.99999	22	28
ENSG00000160783	3234	4072	4331	1282.00001	1438.99998	1417
ENSG00000160785	274	241	183.00001	189.00001	209	203
ENSG00000160789	15401.00001	9532	8636.00001	9358.00001	10865.00001	8761.00002
ENSG00000160796	108	55	53	57	52	56
ENSG00000160799	1527.00001	1306.99999	1706.00001	1768.00001	1950.99999	1807
ENSG00000160801	2.00001	0	2	6	5.99999	6
ENSG00000160803	718.99999	400.99999	496.99999	346	377.00001	347.00001
ENSG00000160808	12	14	5	50	66	50
ENSG00000160813	1024	825.00001	917.99999	396.99999	418.99999	386.99999
ENSG00000160818	1310	1514	2414.00001	3151	3645	3077.99999
ENSG00000160838	0	0	2	0	2	2
ENSG00000160862	2156	3215	2735	216.99999	248.00001	193.00001
ENSG00000160867	141.99999	132.99999	105	45	39.99999	38.99999
ENSG00000160870	0	0	2	2	0	2
ENSG00000160877	370.00001	169	278	260	285	385
ENSG00000160886	6215.99999	6072.00001	7126.99999	4557.00001	4591.00001	4664.99999
ENSG00000160888	1190.00001	862.00001	836.00001	1942.00001	1685	2133
ENSG00000160908	293	295.00001	368.99999	572	620.99999	574.00001
ENSG00000160917	912.99999	708	826.99999	577	535	651.00001
ENSG00000160932	11782.99998	16195	14004.00001	12718.00001	14120.00003	13671.99999
ENSG00000160948	3423	4297.00001	4195	1984.00003	2124.99996	2138
ENSG00000160949	368	104.99999	166.00001	74.99999	61.00001	57
ENSG00000160951	1	0	0	38	16	30
ENSG00000160953	160.99998	125	174	139	145.99999	184
ENSG00000160957	201	105	131.99999	65	84	75
ENSG00000160959	48	34.00001	39	120.99999	142.00001	136
ENSG00000160961	46	32	50	48	43	53
ENSG00000160963	2	0	2	11	4	6
ENSG00000160972	260.99998	131.99999	148	96.00001	98.00001	121
ENSG00000160973	1	1.00002	1.00002	2	1	6
ENSG00000160991	779.00002	335.99998	647	652.00001	786.99999	632
ENSG00000160993	570.99999	423	431	384	367.00001	407
ENSG00000160999	1	1	1	3.99999	3	1
ENSG00000161010	434.99999	535.00001	571.00001	356	370.99999	357.00001
ENSG00000161011	41279.00001	44199.00001	43380.99999	37052	36812.00001	32070
ENSG00000161013	2632	1153	1424.00001	1406.00001	941.00001	1228
ENSG00000161016	122578.99999	147854.99999	174505	62401	70083.00001	67069.99998
ENSG00000161021	158	99	166	168	227	207
ENSG00000161031	0	0	1	3.99999	3	4
ENSG00000161036	679	562.99999	469.00001	828.99999	827.00001	843.00001
ENSG00000161040	21	48	53	383	465.99999	410
ENSG00000161048	27	64	62	157.99999	167	169
ENSG00000161055	3	0	2	0	0	0
ENSG00000161057	1153	1840	1867	4739.00001	5175	4921.00001
ENSG00000161082	21	11	18.00001	25.99999	39	36.99999
ENSG00000161091	700	343	603	737	812	709
ENSG00000161132	5	4	4	3	0	0
ENSG00000161179	1056.00001	1161	1064	1584.00001	1359	1616.00001
ENSG00000161180	0	0	1	12	16	12
ENSG00000161202	536	465	561	791	691	619
ENSG00000161203	5336.99999	6293.99999	6169.99999	7128.99999	8424	8103.99999
ENSG00000161204	964.99999	907.99998	871	887	1026	910.00002
ENSG00000161217	575	455.00001	543.99999	807	968.99999	815.99999
ENSG00000161243	38	30	32	186	213	184.99999
ENSG00000161249	4943.99998	5426.00002	6686.99998	6691.00001	7472.99999	6693
ENSG00000161265	485.99999	415	503.00002	368.00001	327.00001	294
ENSG00000161267	160.00001	168.99999	137	70	89.00001	85
ENSG00000161270	0	0	3	2	2	0
ENSG00000161277	121	136.00001	111	98	129	93
ENSG00000161281	294	0	0	0	0	0
ENSG00000161298	23.99999	27	42	102	88	98
ENSG00000161328	38.99999	45	31.99999	61.00001	52	64
ENSG00000161381	7	4	13	14.00002	3	8
ENSG00000161395	501	463	468	66	78.00001	57
ENSG00000161405	3.00001	2	6	19	22.00001	17
ENSG00000161509	8	8.99998	3.99998	7	10.00001	15.00002
ENSG00000161513	367.00001	278.99999	281.00002	192.99999	157.00001	209
ENSG00000161526	2540.99999	2471.99999	2864	2327.00001	2421	2590.99999
ENSG00000161533	307.00001	258	357.99999	412	373	382
ENSG00000161542	669	939.00001	1013.00001	731	743.00001	757
ENSG00000161544	2	3	0	4	6	0
ENSG00000161547	1270.00002	1341	1486.99999	1857.99999	1865.99999	1771
ENSG00000161551	35.99999	50	86.00001	1170.00001	1060.00001	972.99997
ENSG00000161558	112	72	63	74.00001	125	79
ENSG00000161594	1	1	1	1	2	2
ENSG00000161609	0	0	0	52	53	53
ENSG00000161610	0	0	1	0	5	1
ENSG00000161618	307.99999	173	150.99999	99	109	107
ENSG00000161638	480.99999	311	367	1454	1664.00001	1412
ENSG00000161642	589	374.00001	377	218.00001	247.00001	197.00001
ENSG00000161643	1	0	3	4	2	1
ENSG00000161647	14	36	31	24	29	31
ENSG00000161652	0	0	0	0	1	0
ENSG00000161653	224.00001	357	391	198.99999	155	185
ENSG00000161654	588	804	980.99999	1218	1056.00001	1167
ENSG00000161664	6	7	7	3	2	2
ENSG00000161671	590	406	572	273	325	317
ENSG00000161677	540	548.00001	458	386.00001	488	429.00002
ENSG00000161681	4	2	3	16.99999	25	12
ENSG00000161682	288	229	270.00001	152.99999	144.99999	113.99999
ENSG00000161692	89.99999	67.99999	92	49.99999	58	55
ENSG00000161714	287	183.99999	234.00001	353.00001	354	297.00001
ENSG00000161791	60	43	46	64	103	80
ENSG00000161798	289	205	184	0	1	0
ENSG00000161800	484.99999	472.00002	493.99999	559.99999	698.00001	596
ENSG00000161813	343.00001	296	407	1152.00001	1181	1089.00002
ENSG00000161835	0	1	2	4	0	4
ENSG00000161847	1041.99999	474	760.99999	610	683.00001	616.99998
ENSG00000161849	2	3	1	2	1	0
ENSG00000161860	72.00001	71	87	321	422	354.00001
ENSG00000161888	570.00001	416	679.99999	669.99999	911	758
ENSG00000161896	0	1	2	3.99999	1	2
ENSG00000161904	238.99999	186	195	134.99999	111	125
ENSG00000161905	3	13	10	7	10	5
ENSG00000161912	0	0	2	1	0	2
ENSG00000161914	40	37	58	20	26	29
ENSG00000161920	969	1471	1884.00001	991	1167.99999	965.99999
ENSG00000161921	833	703	827	133	136	130
ENSG00000161929	2	0	5	2	0	4
ENSG00000161939	5301	6264	6924.00001	3592	4068	3574
ENSG00000161940	0	0	0	26	25	25
ENSG00000161944	0	1	1	1	2	4
ENSG00000161955	724.00001	874.00001	813.00001	544	536.00001	526
ENSG00000161956	116	36	72	29.99999	36	36
ENSG00000161958	2	12	0	100	109	74.00001
ENSG00000161960	51397	48150	56906.99999	40627.00001	43623.99998	42964
ENSG00000161970	125565.00002	157236.00003	189903.00001	155111.99998	173656.99997	154989.99999
ENSG00000161973	0	0	0	3	1	1
ENSG00000161980	1277	1567	1834	2921	2890	2875
ENSG00000161981	932	880	947	1108.99999	1335.99999	1311.00001
ENSG00000161992	0	0	0	0	1	0
ENSG00000161996	273.00001	189.99999	292.00001	236.00002	282.00002	219.00001
ENSG00000161999	1462	914.00001	1024.99999	781	872.99999	799
ENSG00000162004	24	19.99999	23	31	25	32.99999
ENSG00000162009	14	17	16	0	2.99998	1
ENSG00000162032	1155.99996	1311.00001	1242.00004	874.99999	866	885.00002
ENSG00000162039	1	7	11	236.00001	224.99999	310
ENSG00000162040	0	0	0	3	4	2
ENSG00000162062	179	142.00001	138	95	147	137.99999
ENSG00000162063	544	324.00001	407	229.00001	279.00001	231.99999
ENSG00000162065	116.99999	70	126.00001	201.99999	200	175.99999
ENSG00000162066	757	474.99999	406	259	290.00001	369.99999
ENSG00000162069	381	250.99999	319	61	46	106
ENSG00000162073	114.99999	66.99999	72	85	97	84
ENSG00000162076	241	327.99999	292	1017	1137.00001	1196.99999
ENSG00000162078	210	299.00001	241	19	35	28
ENSG00000162086	202	163.00001	282	483.99999	598	561.99999
ENSG00000162104	144	76	134	65	90	53
ENSG00000162105	60	44.00001	88	216	301	331
ENSG00000162129	864.99999	883	779.99999	491.99999	572.99999	601.99999
ENSG00000162139	136	96	110	84	80	93
ENSG00000162144	574	870.00002	794.00002	873.00001	960.99999	924
ENSG00000162148	58.99999	77	70.99999	51	47.00001	58
ENSG00000162174	902.99998	1083.00001	1166.00001	132.99999	157	178
ENSG00000162188	6	8	12	21.99999	28	37
ENSG00000162191	12826.99999	12000	14099	6179.99998	6604.00001	6188.99999
ENSG00000162194	250	350	336.00001	282.00001	343	312
ENSG00000162222	959.00001	1243.99999	1566.00002	904.99998	1023	923
ENSG00000162227	158.99999	122	105.99999	71.99998	87	121
ENSG00000162231	586.00001	520	559.99999	391.99999	421	415.00001
ENSG00000162236	1335.00001	1692.99999	1557	883	881	900
ENSG00000162241	70	56	67.00002	69	75	63
ENSG00000162244	65109.99999	74132.00001	101529	58459.99999	66200	61919
ENSG00000162298	212	187	230.00001	328.99999	374	368
ENSG00000162300	2171	2529.00001	2273	1092.99999	1155	1149
ENSG00000162302	711	388.00001	398	244.99998	253.00001	239.00001
ENSG00000162337	881.00001	548	641	466	490	365
ENSG00000162341	92	71.99999	81.99999	86.99999	135	133.00001
ENSG00000162344	0	0	0	32	44	41
ENSG00000162366	15242.00001	19961.00001	19320.99999	111	101	87
ENSG00000162367	1	0	1	0	1	1
ENSG00000162368	1011.00001	1137.99999	1343.00001	1007.99999	1085	958
ENSG00000162373	3	2	1	0	0	0
ENSG00000162377	971	1108	1197	724	680.00001	631
ENSG00000162378	131	110	174	161	195	157
ENSG00000162383	2	6	12.00001	0	2	0
ENSG00000162384	1452.00002	1695.99999	1848.99999	1067	1186.99999	1115
ENSG00000162385	1885	2755	2881	2607	2981	2316
ENSG00000162390	345.00001	267.99999	254	35	47	37
ENSG00000162391	6	3	20	0	4	0
ENSG00000162396	302	383	362	67	80	60
ENSG00000162398	1	0	1	2	1	2
ENSG00000162399	0	0	0	0	0	1
ENSG00000162402	254	128.00001	245	132	170	137
ENSG00000162407	369	294.99999	450.00001	264	319.99999	263
ENSG00000162408	188	146	212	250	315	251
ENSG00000162409	154	110	212	3	4	5
ENSG00000162413	145	101	97	361	344	261
ENSG00000162415	26.99999	23	28.99999	21.00001	23	15.00001
ENSG00000162419	183.99999	114.99999	163.00003	144.99999	189.00001	167
ENSG00000162426	8	5	2	29.00001	27.00001	28
ENSG00000162430	411	273	376	945	899	851
ENSG00000162433	684.99999	711.99999	1068.99999	1357	1262	1343
ENSG00000162434	1895.99999	935.00002	1206.99998	751	691.00001	732.00001
ENSG00000162437	34	27	32.00001	31	35	34
ENSG00000162438	7	0	3	0	0	1
ENSG00000162441	621.00001	571.99999	859.00001	1352.00001	1489	1309.00001
ENSG00000162444	20	19	21	24	35	29
ENSG00000162458	911.00001	552.99999	677.99999	324.99997	302	340.00001
ENSG00000162460	0	5	1	0	0	0
ENSG00000162461	0	0	4	2.99997	3.99999	1
ENSG00000162482	0	1	1	18	8	17
ENSG00000162490	2	0	0	4	9	5
ENSG00000162496	2654	3163.99999	3117	526.99999	619	613
ENSG00000162510	0	2	2	3	3	0
ENSG00000162511	4	14	9	6	12	8
ENSG00000162512	152	104	147	231	229	212
ENSG00000162517	1093.99999	1553	1778.00001	1319	1480	1414
ENSG00000162520	2	1	5	14	13	13.99998
ENSG00000162521	543	691	977.99998	1021.00001	1168.99999	1124
ENSG00000162522	2082.99999	1730.99999	2335.99999	1643	1450.99999	2065
ENSG00000162526	1	1	4	2	4	4
ENSG00000162542	335.00002	354	342	257.00001	239	203.00001
ENSG00000162543	78	85	80	250	303	234
ENSG00000162545	720	407	622	327	419	276
ENSG00000162551	0	0	0.99999	1	4	4
ENSG00000162552	4	0	1	9	5	3
ENSG00000162571	0	0	2	0	3	3
ENSG00000162572	9.99999	7	3	13.99999	8	7
ENSG00000162576	0	1	0	4.99999	9	9
ENSG00000162585	890.99999	787.99999	765.00001	765	928.99999	951.99998
ENSG00000162591	60	29.99999	37	53.99999	68.99999	50
ENSG00000162592	1	1	9	4	1	0
ENSG00000162594	0	1.00002	1	1	2	0
ENSG00000162595	0	0	0	4	2	4
ENSG00000162599	135	64	173.99999	168.99999	189	150
ENSG00000162600	322.99999	468.00001	465	323.00001	295.99999	300.99999
ENSG00000162601	182.99999	132.99999	196.99999	139.00002	166.00001	150.00002
ENSG00000162604	1090.00001	1710.00001	2079.00001	1221	1201.99999	1234.00001
ENSG00000162607	389.99998	480	554.00001	611	584	609
ENSG00000162613	1344.99999	1582.99999	1960.00002	592.00001	643.00001	671.99999
ENSG00000162614	419	364.00001	580.00001	1023.00001	1257	948
ENSG00000162616	108	115.00001	147	159	204.99999	171.99999
ENSG00000162618	0	0	0	1	1	0
ENSG00000162620	81	142.99999	171.99999	79.00001	116	84.00001
ENSG00000162623	852	848.00001	1025	646	784	644
ENSG00000162627	308	399	459.00001	657	742	704
ENSG00000162631	3	4	1.99999	0	0	0
ENSG00000162636	15.00001	12	16	10	27	24
ENSG00000162639	160	221	243.99998	152	174	148.00001
ENSG00000162641	0	6	1	22	28.99999	16.00001
ENSG00000162642	596	1002	1243	865	880	882
ENSG00000162643	1	2	1	4	8	1
ENSG00000162645	511.00001	522.99999	554	434.00001	505	474.00001
ENSG00000162650	74	64	79.00001	42	34	32
ENSG00000162654	1	0	1	9	11	7
ENSG00000162664	350	434	481	837	920	766
ENSG00000162669	25	50	40	0	0	0
ENSG00000162676	8	4	1	0	1	0
ENSG00000162685	1	1	0	0	0	0
ENSG00000162687	0	0	0.99999	0	0	1
ENSG00000162688	182	128	172	202.99999	225	213.99999
ENSG00000162694	76.99998	78	105.99999	171.99999	194	174
ENSG00000162695	158	130	248	248	278	226.00001
ENSG00000162702	190	89.00001	173	269.00001	317.00001	239
ENSG00000162704	1885	2903	3304	5083.00001	6411	5240
ENSG00000162711	3	0	0	1	1	0
ENSG00000162714	649.99999	347	420.99999	103.99999	121	107
ENSG00000162723	15	35	30	39	43	46
ENSG00000162729	84	79	84.00001	226.00001	259	229
ENSG00000162733	3	0	3	4	6	10
ENSG00000162734	1471.00001	1189.00001	1389	2180.99999	2101.00001	2539
ENSG00000162735	394.99999	674.00001	578	777	887.00001	769.00002
ENSG00000162736	646.99999	712.99999	683.00002	1031	1023.99999	922.99999
ENSG00000162738	20	19	21	2	1	0
ENSG00000162745	5	7	3	88	129	62
ENSG00000162746	27	36	36	139	164.00002	183
ENSG00000162753	0	0	0	1	1	1
ENSG00000162755	8	33.00001	22.99999	210	256.99999	249
ENSG00000162757	178	193	160	179	153	151
ENSG00000162769	172	163	226	166	227	153
ENSG00000162772	134	130	182	181	122	143.99999
ENSG00000162775	48.99999	70	44	56.00001	46.99999	45.99999
ENSG00000162777	415.99999	392	408	146	138	139
ENSG00000162779	4	3	2	8	11	11
ENSG00000162782	0	0	1	0	0	0
ENSG00000162783	240	169	173	545	542	402
ENSG00000162804	2	5	1	38	51	31
ENSG00000162813	506.99999	420.00001	501.99999	936.00001	1118	1067
ENSG00000162814	63	68	96.99999	197.00001	218.99999	166
ENSG00000162817	75	89	102	58	53	53
ENSG00000162819	419.00001	415.00001	553.99999	1840.99999	1798.99999	1778
ENSG00000162825	316	117	144	538	678	528
ENSG00000162836	432.00001	489.00001	690	1806	2013.99999	1892
ENSG00000162840	10	2480	15	22	27	20
ENSG00000162843	0	0	1	5	1	1
ENSG00000162849	6	1	0	37	29	29
ENSG00000162851	289	497.99999	604.99999	1224	1254	1248
ENSG00000162852	93.00001	74.99999	100	213.99999	216.99999	209.00001
ENSG00000162869	235.99999	342.00001	357	426.99999	387	449
ENSG00000162873	1	0	0	0	0	0
ENSG00000162877	1	0	0	4	4	0
ENSG00000162878	20	21	26	13	9	10
ENSG00000162882	9	2	4	3	0	0
ENSG00000162885	174.00001	278.00001	346	882	816.00001	776
ENSG00000162888	0	3	1	0	0	0
ENSG00000162889	856	267.00001	438	297.00001	290	349
ENSG00000162891	0	0	0	0	0	3
ENSG00000162892	3	1	6	137	222	224.00001
ENSG00000162894	107	154.99999	179.99999	384.00001	371	392
ENSG00000162896	138.99997	143	177.00002	1.99998	3	2.99999
ENSG00000162897	0	0	1	0	1	0
ENSG00000162909	2400.99999	1949.99999	2448	3587.00001	4128.99999	3676
ENSG00000162910	5190	4470	5059.00001	4295	4443.99996	4048.00002
ENSG00000162913	12	4	17	65	70	71.00001
ENSG00000162923	275	173.99999	235	453	455.00001	334.00001
ENSG00000162924	189	98	239	252	250.00001	208
ENSG00000162927	61.99999	95.99999	86	228.00002	223	204.99999
ENSG00000162928	320	380	484	795.99999	815.00001	832
ENSG00000162929	69	86	117.00001	167	202	226.99999
ENSG00000162931	0	1	2	3	1	1
ENSG00000162944	27	43	46.00001	30	23	12
ENSG00000162946	19	14.99999	11.99999	6	12	6.99999
ENSG00000162947	0	0	0	4	0	1
ENSG00000162949	0	2	1	0	0	0
ENSG00000162959	298.00001	606.99999	730.00001	1187	1209	1281
ENSG00000162961	5188.99998	7765.00001	8109.00002	10237.99999	10913.00001	9664
ENSG00000162971	115	151.00001	183.00001	349	297.99999	261.00001
ENSG00000162972	531	757	1061	1204	1228	1335
ENSG00000162975	52	28	20	1	2	2
ENSG00000162976	184.00001	248	278	724	766	884.99999
ENSG00000162980	845	1195.00001	1516	1687	1613.00001	1758
ENSG00000162992	0	0	1	0	0	0
ENSG00000162994	26	44	50	42	47	45
ENSG00000162998	0	0	0	0	0	1
ENSG00000162999	8	13	16	35	42	24
ENSG00000163001	972.99999	1505	1949.99999	2357	2441.00001	2237.99999
ENSG00000163002	312	463	485.00001	477.00001	437.00002	480.99999
ENSG00000163006	118.99999	136	158.00001	252	265.99998	193
ENSG00000163013	101	58	70	96	115	76
ENSG00000163017	0	2	4	14.99999	26	13
ENSG00000163026	66	74	91	151	146	112
ENSG00000163029	232	199	218	682	703.99999	607
ENSG00000163032	4	7	4	97	115	89
ENSG00000163040	51.99998	75	64	290.00001	325.99999	341
ENSG00000163041	16496	20017.99999	29386.00001	28565.99998	36092.99999	28616.00002
ENSG00000163046	0	0	0	1	0	0
ENSG00000163050	589.99999	444.00001	401.99999	242	244.00003	256
ENSG00000163053	17	17.99999	25	95	111.00001	104.00001
ENSG00000163060	0	0	0	0	6	2
ENSG00000163064	0	0	0	5	2	2
ENSG00000163069	237	310.00001	394	1182	1249	1278
ENSG00000163071	0	0	0	0	2.00004	2.99996
ENSG00000163072	12	14	11	11	10	8
ENSG00000163075	4	6.99997	13	39	26	27.99999
ENSG00000163082	745	540	596	26	24	15
ENSG00000163083	139	61	110	1	0	2
ENSG00000163092	1	1	1	7	9	4
ENSG00000163093	22	18	22	85	56	40
ENSG00000163104	91.99999	74.99999	84.99999	165	176.99999	146
ENSG00000163110	749.99999	615.00001	917.99999	972.00001	1048	917.00002
ENSG00000163114	0	0	0	0	1	0
ENSG00000163116	0	0	4	5	2	11
ENSG00000163121	117	162	209	33	30	30
ENSG00000163125	411	314.00001	438.00001	505	585	497.00001
ENSG00000163126	18	18	31	25	16	16
ENSG00000163131	734	1071	1091	222	261.00001	169.99999
ENSG00000163132	0	3	3	81	70	59
ENSG00000163138	79.00001	106	146	179.00001	201.00002	155
ENSG00000163141	1	6	6	7	10	7
ENSG00000163154	3	5	4	9	7	7
ENSG00000163155	38	37	44	73	81	75
ENSG00000163156	2911	3108.00001	3486	2236	2327.99999	2237
ENSG00000163157	4.00003	0.99999	9	6	11	15
ENSG00000163159	1832.99999	2297	2256	2059.00001	1927.00001	2047.99999
ENSG00000163161	641.00001	632	905.00001	848	1017.99999	828
ENSG00000163162	488.99999	459	695	718.00002	775	762.99999
ENSG00000163166	492	421	568	795	980	781
ENSG00000163170	2139.99999	2708	3844.99999	3721	4470.00001	3996.00001
ENSG00000163171	541	556.99999	753	1077	1091	1180.00001
ENSG00000163191	59957.99999	82435.00001	96895.00001	124486.00001	140606	117407
ENSG00000163206	0	0	0	2	0	0
ENSG00000163207	5	1	4	15	28	30
ENSG00000163209	72	119	115	6	1	1
ENSG00000163214	168	119	208	251.00002	301	200.99998
ENSG00000163216	55	68	91	57	63	49
ENSG00000163218	3	3	2	8	3	1
ENSG00000163219	19	17	32	0	1	0
ENSG00000163220	128	180	203	1369	1384	1167.99999
ENSG00000163221	0	0	1	3	1	3
ENSG00000163235	86	59	70	433.99999	448	376.99999
ENSG00000163239	5	2	2	0	1	0
ENSG00000163249	144	119	214.99999	322	371	310
ENSG00000163251	205	132	205	53	78	42
ENSG00000163257	319	334	437	552	504.00001	591.99999
ENSG00000163263	1	0	1	2	0	2
ENSG00000163273	0	0	0	0	3	0
ENSG00000163281	80.99999	131	133	361.99999	442.99999	403
ENSG00000163283	32	11	25	6	1	5
ENSG00000163286	21	15	11	2	0	2
ENSG00000163291	101.99999	61.99999	119	153	222.99999	151
