GENEID	R1_H1975	R2_H1975	R3_H1975	R1_HCC827	R2_HCC827	R3_HCC827
ENSG00000033030	309	295	289	246.99999	173	193
ENSG00000033050	1621.99999	1502	1426.00001	1339.00001	1520.00001	1514.99999
ENSG00000033100	594.99999	633.99999	609	328	350	256.00001
ENSG00000033122	0	0	5	1	0	0
ENSG00000033170	946	716	690	408.99998	384	318.99999
ENSG00000033178	628.99999	561	696.00001	172	139.00001	110
ENSG00000033327	32	21	34	246	361	181
ENSG00000033627	317.99999	241	277.99999	357.00002	586.99999	300.00002
ENSG00000033800	294	268	255.99999	155	102	111
ENSG00000033867	332.99998	300.99999	369	113.99998	121.99999	73.99998
ENSG00000034053	4	7	6	22.99993	24.00001	4.99999
ENSG00000034152	721	689	650.00001	1402.99999	1564	1144
ENSG00000034239	0	0	0	29	14	31
ENSG00000034510	436603.00001	402605.00001	386080.99999	502517.00001	387102.00001	370574.00001
ENSG00000034533	484.99999	558	605.00001	333	234.99999	303.00002
ENSG00000034677	253.99999	241	254.00001	56	75.99999	37.99999
ENSG00000034693	648	634	603.99999	409.00001	215.00001	425
ENSG00000034713	9091	6921	7414.00001	7073	4410	6125
ENSG00000034971	1	0	0	0	0	0
ENSG00000035115	1467	1389	1227.99998	2577.99998	1646	2046
ENSG00000035141	2853.00001	2632	2371.00001	3867	3038.99999	3071
ENSG00000035403	1348.00001	1144	1125.00001	1027.99999	1127	791.00001
ENSG00000035499	232.00001	173	151	310	148	234
ENSG00000035664	30	27.00001	27	40	39.00001	35
ENSG00000035681	237.99998	212	198	465.99999	284.99999	325.00001
ENSG00000035687	1137	1146	1131	677	662	613
ENSG00000035720	1	0	0	0	0	0
ENSG00000035862	739	554	617.99999	914	1736	627
ENSG00000035928	1661.00001	1486	1668.99999	1260.99999	931	837
ENSG00000036054	413.00002	336.99999	375	125	123.99999	115
ENSG00000036257	364	244	314	289.99999	275	189.00001
ENSG00000036448	0	2.99999	0	63	33	32.00005
ENSG00000036473	2	7	9	3	2	0
ENSG00000036530	9	7	5	0	0	2
ENSG00000036549	310.99999	292.99999	313.99999	298	365	290
ENSG00000036672	23	27	19	30	40	17
ENSG00000037042	297.00001	267	252.00001	334	226.00001	342.00001
ENSG00000037241	5553.99999	4749.99999	4696.00001	3151.00002	1817.00001	2647
ENSG00000037474	2402.00001	1323	1735.99999	1066.00001	814	935
ENSG00000037637	161.99999	167.99999	159.99998	170	128.99999	170.99999
ENSG00000037749	146.99998	159.99999	156	79	37	49
ENSG00000037757	354	375.00001	373	359.00001	518	417
ENSG00000037897	1403	1485	1437.99999	1745	1209	1691
ENSG00000037965	38	51	43	27	35	16
ENSG00000038002	1517	1498	1386	323	185	276
ENSG00000038210	217	240	225	96	122	79
ENSG00000038219	476.00001	308	381	299	399.00001	105
ENSG00000038274	1957.99999	1795.00001	1791.99997	1227.99999	655	1094.00002
ENSG00000038295	1	0	0	90	57.99999	42
ENSG00000038358	475	393	387.00001	556	668	426
ENSG00000038382	649	501	632	689	642	367
ENSG00000038427	3153.99999	3042.00001	3352	327	361	238
ENSG00000038532	248	196	201	189.00001	207	133
ENSG00000038945	1	0	1	0	0	0
ENSG00000039068	4022.00001	2571	3591.99999	5840	4270	3418.00001
ENSG00000039123	589.99999	492.00001	508.99999	743.00001	882.99999	398
ENSG00000039139	103	128	121	351.99999	303	287
ENSG00000039319	239.99998	214	226.99999	111.99999	127	88.99999
ENSG00000039523	553.99999	507.99999	424	446	593	271
ENSG00000039560	526.00001	505	586.00001	214	248	158
ENSG00000039600	15	26	19	1	0	4
ENSG00000039650	496.99999	524.99999	482.99999	1110	1492.00001	1263.00002
ENSG00000039987	3	2	0	0	0	0
ENSG00000040199	90	72	75	49	39.99999	29
ENSG00000040275	908	785.00001	772.99999	280	229.00001	234.99999
ENSG00000040341	399	310.99999	296.99998	1661.00001	1130.99999	1172.99999
ENSG00000040487	522.00001	772	679.00001	546.99999	474.00001	580
ENSG00000040531	903	712	875	1175.00001	853	1008
ENSG00000040608	27	21	30	12	19	10
ENSG00000040633	1242	1185	1091.99999	1385.00001	1920	1359.00001
ENSG00000040731	0	0	0.99999	0	0	0
ENSG00000040933	448.99999	389.99998	434.00001	336.99999	188.99999	263.00003
ENSG00000041353	448	348	425	281	243	195
ENSG00000041357	10967.00002	10249.99998	10374.99999	4750.99999	3868.00001	4747.99999
ENSG00000041515	9	10	5	1	3	3
ENSG00000041802	844	825	845	556	629	451
ENSG00000041880	511.99999	462	478	160	100	147
ENSG00000041982	2081.00001	1824.00001	2142.00001	790.00002	803.00001	712
ENSG00000041988	356	397	402.00001	662.00001	531.99999	710.99999
ENSG00000042062	8	3	7	26	9	11.00001
ENSG00000042088	635.00001	569.00002	583	435	422	412.99998
ENSG00000042286	465.99999	597	462	73.00002	60	48
ENSG00000042317	515	430	474.99999	230.99999	136	212
ENSG00000042429	215	219.99999	241.99999	241.00001	222.00001	176.99999
ENSG00000042445	610	571.00001	552	261	290.99999	245
ENSG00000042493	5202	4691	4683.00001	3025.00001	2910.99998	3573.00002
ENSG00000042753	8638	8359.00001	7897.99999	17247.00001	15395	14058.00002
ENSG00000042832	0	0	2	0	0	0
ENSG00000042980	55	25	41	105	101	83.00001
ENSG00000043039	40	57	51	24	9	6
ENSG00000043093	1103.99999	775	879.99999	445	291	369
ENSG00000043143	300.00001	235.00002	231.00001	542	713	436
ENSG00000043355	129	121	110	65	54	31
ENSG00000043462	0	0	2	0	0	0
ENSG00000043514	212.00001	242	237.99999	401.00001	250	357
ENSG00000043591	22	11	29	23	15	15
ENSG00000044090	261.99999	335.00002	260	265.99999	365.99999	277.00001
ENSG00000044115	2814	2492	2592.00001	3869.00002	4396	3388.00001
ENSG00000044446	108.99998	106.99999	84.00001	84	157.99999	63
ENSG00000044459	174	134	124	139	102	129
ENSG00000044524	0	0	1	0	0	1
ENSG00000044574	16880	15597	15261	8296.00001	7513.00001	7434.99999
ENSG00000046604	2063	1723.00002	1860.00001	1148	1238.00001	861
ENSG00000046647	676	541.99999	596	1253	860.00001	1061.00001
ENSG00000046651	302	308.00001	378	236	182	172.99999
ENSG00000046653	0	2	0.99999	1.99999	0	4
ENSG00000046774	0	0	0	9	2	9
ENSG00000047056	145	178	115	84.99999	37	48
ENSG00000047188	389.99999	359.99999	459	156.99999	117	121
ENSG00000047230	165.99999	151	144	182.00001	210	159
ENSG00000047249	843.00001	765	727.99999	759.99999	470.99999	569
ENSG00000047315	879	862.99999	669.00001	839	863	508
ENSG00000047346	125.99999	92.99998	99.99999	51.00002	45	33.99999
ENSG00000047365	119	107.99999	101	47.99999	57.00001	31
ENSG00000047410	2279	2110	2075	1049	1018	951
ENSG00000047457	122.99999	116	128	26.99999	29	52
ENSG00000047578	131	153.00001	142	82.99999	119	80
ENSG00000047579	212	258	225.00001	482.99999	507.99999	401
ENSG00000047597	0	0	0	1	0	0
ENSG00000047617	2	3	2	5.99999	0.99999	3
ENSG00000047621	338	216	309	153	136	146
ENSG00000047634	148.00001	145.99999	160	80	63	68
ENSG00000047644	621	339	431	329	246	152
ENSG00000047648	1	0	0	0	0	0
ENSG00000047662	10	25	5	8	6	3
ENSG00000047849	2644	2249	2318.99998	2377.99999	3042	1711
ENSG00000047932	470	513	479.00001	254.00001	287.99999	185
ENSG00000047936	52	64	79	2	2	3.00001
ENSG00000048028	332.99998	316.99999	345	260.00001	160.00002	172.00001
ENSG00000048052	399.99999	382	438.00001	350	424	221.00001
ENSG00000048140	1084	1063	1055	1272	1314.99999	1416.99999
ENSG00000048162	3874	3991.00001	4230	4303	2957.99999	3471.99999
ENSG00000048342	724	586	564.99999	984	713.99999	788.00001
ENSG00000048392	208	146	189	183	127	166
ENSG00000048405	197	170	214.00001	88	83	66.00001
ENSG00000048462	0	1	1	0	0	0
ENSG00000048471	126	131	108	38	83	38
ENSG00000048540	56.00001	49.99998	44	53	42	43.00001
ENSG00000048544	3159.00001	3212.00001	3288.00001	2123.99999	1314.99999	1541
ENSG00000048545	1	0	0	0	0	0
ENSG00000048649	1817.99999	1467.99999	1512	1707	1241.00001	976
ENSG00000048707	201	174	167.99999	341.99999	272	207
ENSG00000048740	0	1	0	93	61.00001	35
ENSG00000048828	1407	1153.99999	1197.99999	1448	1849	867.99999
ENSG00000048991	558	537.99999	522	415.99999	331	279.99999
ENSG00000049089	1.99998	3.99998	8	78.00001	77.99999	73
ENSG00000049130	462	406	436.99999	107	105	89
ENSG00000049167	381.00002	419	404.99999	290.99999	178.99999	190
ENSG00000049192	371	270	268	17	25	11
ENSG00000049239	332.00001	241	307	310	344	168
ENSG00000049245	2127	1867	1742	1431	998	1150
ENSG00000049246	53	21.00001	25	18	27	20.00001
ENSG00000049247	0	0	0	3	0	0
ENSG00000049249	189	158	218	47	56	29
ENSG00000049283	145.99999	122.00001	144	196	206	191.00001
ENSG00000049323	406	210.00001	309.99999	6	10	11
ENSG00000049449	3949.00001	4020.99999	3588	1998.00001	1835	1525
ENSG00000049540	24.00053	16	15.00012	6	3	8
ENSG00000049541	1360	1495	1177.00001	1158.00001	801.99999	1029
ENSG00000049618	471	517	500.99998	424	364	223
ENSG00000049656	1282	967.00001	1217.99999	1100.00001	1895	1000
ENSG00000049759	439.99999	374.00001	403.00001	565	635.00001	426.99999
ENSG00000049768	6	1	10	0	0	3
ENSG00000049769	116	118.99999	138	16	41	13
ENSG00000049860	1941	2028.99999	1759	866.99999	837	967.99999
ENSG00000049883	350.99999	325.00001	390.00001	257	136	145
ENSG00000050130	2030	2057	1895	619	357.00001	604.99999
ENSG00000050165	72	71.99998	55.00001	179	164.99998	107.99999
ENSG00000050327	464	303	327	394	698	320
ENSG00000050344	212	185.99999	220	127	206.99999	101.99999
ENSG00000050393	477.00001	423.00001	300.99999	235.99999	204	178.99999
ENSG00000050405	3769.00001	3100	3519.99998	2689.00001	2243.99999	1734.99999
ENSG00000050426	1880.00001	1899.99998	1835.00001	1827.99998	1374.99999	1566.00002
ENSG00000050438	31	37	25	88	103.99999	56.99999
ENSG00000050555	1	0	1.00002	51	33	25
ENSG00000050628	1	0	0	0	0	0
ENSG00000050730	8	7	11.00001	10	7	6
ENSG00000050748	720.00001	330.00001	478	375	248	287
ENSG00000050767	0	2.00002	1.99997	1	0	0
ENSG00000050820	433.00001	452.00001	464	386	591.00001	320
ENSG00000051009	94.99999	129	104.99999	64.99999	120.00001	76.00001
ENSG00000051108	2438	2463.00001	2401.99999	2102.00002	1792.00001	2173.00001
ENSG00000051128	230	281.99999	254.00001	184.00001	218	185
ENSG00000051180	146.99999	152.99999	120	105.00001	114	179.00001
ENSG00000051341	70	32.00001	65	26	28	36
ENSG00000051382	191.00001	173.00002	141.99999	128.99999	129	106
ENSG00000051523	6272.99999	6084	6000.00001	12997.00001	16626	16233
ENSG00000051596	1544.00001	1504.00001	1349.00001	1662.99999	979.00001	1623.00001
ENSG00000051620	1595	1218.00001	970	858	693	713
ENSG00000051825	119.99999	118.00001	123.99999	121	88.99999	81.99999
ENSG00000052126	421.99999	371.99999	402	786.00001	625	471.99999
ENSG00000052344	2029	1858.00001	1823.00001	3956	4054	4090.99999
ENSG00000052723	1087	907.00001	889	932.99998	545	730.00001
ENSG00000052749	460	412	517	448.99999	679	371
ENSG00000052795	108	117	110.99999	307	232	243
ENSG00000052802	1192	1173.99999	1113.99999	1092.99998	603	835
ENSG00000052841	376	391.00001	423	329	190.00001	253.99999
ENSG00000053108	17	12	14	10	6	14.00001
ENSG00000053254	192	139.00001	138	289.99999	184	134
ENSG00000053371	1371.99999	1486	1231	1529	1562	1632.99999
ENSG00000053372	1647	1659	1611	2598	2448.00001	2184
ENSG00000053501	2292	2071	2087	4213.00001	3590	3728
ENSG00000053524	82	58	80	9	7	3
ENSG00000053702	0	2	3	13	19	8
ENSG00000053747	426	288	337.00001	308.99999	336	256.99999
ENSG00000053770	947	796	807.00001	223	118	204
ENSG00000053900	311.99999	225.00001	280	159.99999	161	146.00002
ENSG00000053918	6.99998	1.99998	1.99998	1.00002	0	4
ENSG00000054116	1997.00001	1985	1861	1480	1421	1507.99999
ENSG00000054118	4051.99999	3244	3338	2871	2039.00001	1918.99999
ENSG00000054148	7561	7732	7490.00001	18558	14989	16551.00001
ENSG00000054179	9	9	17	8	24.00001	16
ENSG00000054219	26	31.99999	52	50	30	48
ENSG00000054267	1382.99999	1119.99999	1113	519	494.99999	291.99999
ENSG00000054277	266	216	199.00001	40	30	37
ENSG00000054282	1309.00001	1242	1257.00001	538.99999	373	374
ENSG00000054356	5	2	0	0	0	1.99995
ENSG00000054392	44	73	56	82	65	39
ENSG00000054523	319.99999	228.00001	260	133.99999	211.99998	83
ENSG00000054598	110	77	77	40	58	26
ENSG00000054611	325	261.99999	277.99999	384.99999	515	368
ENSG00000054654	400.99999	304	328.99999	201.99999	281.99999	149.99999
ENSG00000054690	28	34	39	37	41	18
ENSG00000054793	1448	647	972	1684	1438	1233
ENSG00000054796	1	0	0	0	0	0
ENSG00000054938	14	16	16	0	0	0
ENSG00000054965	329.99999	262	272.00001	390	447	316
ENSG00000054967	48	57	52	39	65	38.99999
ENSG00000054983	446	456	434.00001	110	100	119.99999
ENSG00000055044	4361	4554	4501.00001	2067	1470	1893.99999
ENSG00000055070	1572	1586.99999	1510.99999	1790	1530.00001	1570.00001
ENSG00000055118	23	13	31	13	7	9
ENSG00000055130	784	695	691.99999	357.99999	369	268.00001
ENSG00000055147	389.99999	348.99999	365.99999	166.99999	95	115
ENSG00000055163	18	10.99999	10.00002	29.00001	44.99999	27
ENSG00000055208	249	220	212	270	241	165
ENSG00000055211	663.99999	634	559	541	424.99999	412.99999
ENSG00000055332	2990.99999	2847.00001	2878.00002	1415.99999	986	739
ENSG00000055483	308.00001	296	335.00001	685.99999	877.99999	383
ENSG00000055609	336.00001	257.99999	302	166.00001	237.99999	86.00001
ENSG00000055732	188	149.00002	152	33.00001	27.99999	30.00001
ENSG00000055813	0	1.00002	0	0	0	0
ENSG00000055917	439.00001	397.99999	356.99999	221	218.00001	155.00001
ENSG00000055950	3922.00001	3800	3623.00001	4828.99998	2954	4061.00001
ENSG00000055955	24	13.99999	9	10	5	3
ENSG00000056050	2750	2289	2296.00001	801.99999	596	685
ENSG00000056097	797.00001	749	859	471	275	286
ENSG00000056277	89	76	72	78	66	57
ENSG00000056291	1	0	1	4	5	3
ENSG00000056558	20.00001	27	29	21	15	28
ENSG00000056586	321	236	277.00002	207	188.99999	169
ENSG00000056736	24	25	11	25	10	17
ENSG00000056972	630.00001	552.99999	502.00001	627	507.99999	587.99998
ENSG00000056998	1	3	2	72.99998	66	49.99999
ENSG00000057019	5443.00001	5051	5999.00001	3598	2689	2692
ENSG00000057149	485	417	454	6	0	5
ENSG00000057252	1551.00001	1457	1451.99999	903.99999	719	598.00001
ENSG00000057294	79.99999	81.00001	66.00001	88	89.00001	53
ENSG00000057468	0	0	0	0	2	0
ENSG00000057608	3239.99999	3277.00001	3187	1509	1173.00001	1228.99999
ENSG00000057657	21.99999	18	19	7	7	8
ENSG00000057663	1057	1016.99998	1013.99999	526.00001	397	478
ENSG00000057704	119	105	115	110	85	69
ENSG00000057757	417	432	439	331	215.99999	195
ENSG00000057935	400.99999	396.99999	407.99998	660.00001	471.00001	498
ENSG00000058056	163	108.00001	152	244.00003	275.99999	146
ENSG00000058063	341	297.00001	306.00002	69	63	52
ENSG00000058085	1221.99999	1054	1151.00001	2142	2116.00001	2048.99999
ENSG00000058091	135.99997	83.99999	98	26	17	24
ENSG00000058262	3152.00001	2984	2818.00001	2178.99998	2333	2290.00001
ENSG00000058272	1106.99999	911.00002	870.00001	708	592	458
ENSG00000058335	20	7	15	69	62	59
ENSG00000058404	16.00001	6.99999	11	11	3	4
ENSG00000058453	53.00001	29	64	34.99999	44.99999	23
ENSG00000058600	209.00001	241	256.00001	281.00001	292.00002	275
ENSG00000058668	424	380	411.00001	190.00001	237.00001	131.99999
ENSG00000058673	2296.00001	1802.00001	2032.99999	1086	650.00001	742
ENSG00000058729	749.00001	793.99999	773.99999	307.99999	249	283
ENSG00000058799	1653	1675.00001	1927	2925	2869.00001	3139.99999
ENSG00000058804	433	364.99999	394.99999	1021.00001	714	816
ENSG00000058866	76.99999	56	53.99999	31	22	27
ENSG00000059122	264	250.00005	238.00001	230.99992	270.00007	200.00011
ENSG00000059145	94.00001	103	77.00001	52.99998	36.00001	38.99999
ENSG00000059377	120	73	75	18	17	27
ENSG00000059378	258	246	323	250	352	186
ENSG00000059573	675	661.00001	632	393	559.00001	390
ENSG00000059588	172.99999	220.99999	192	100.99997	73	60.00001
ENSG00000059691	708	727	620.99999	469	312	493
ENSG00000059728	166	212	252.00001	95	77	90
ENSG00000059758	129.99999	117.99999	119.99999	81.99999	64.99999	54.00001
ENSG00000059769	281	263	260	179	98	105
ENSG00000059804	695	698	543	24	18	30
ENSG00000059915	12	8	6	6	7	1
ENSG00000060069	88	74	111	121	218.00001	104
ENSG00000060138	1619.00001	1460.99999	1539.00001	2344	2551.99999	1546.99999
ENSG00000060140	39	34.00001	46	40	33	28
ENSG00000060237	2228	1314	1576	1227	762.00002	779
ENSG00000060303	22	23	21	17	10	17
ENSG00000060339	1175.99999	934	991.00002	508.00002	492.00001	360.00001
ENSG00000060491	531	579	584.99999	521	614	437.00001
ENSG00000060558	411	479	447	213	339	221
ENSG00000060566	17	12	11.99999	0	0	0
ENSG00000060642	397	378	341.99999	220	157	206.00001
ENSG00000060656	78	63	75	52	49	40
ENSG00000060688	1080	974	917	810	512	737
ENSG00000060709	9	7	5	0	0	2
ENSG00000060718	0	0	0	0	2	0
ENSG00000060749	149	94	137	65	101	35
ENSG00000060762	1958	1878	1745	889	508.99999	759
ENSG00000060971	1185.00001	1326.99998	1021.99997	830.00002	830.99998	826
ENSG00000060982	833	761	778.99999	462	335	289
ENSG00000061273	310.99999	278	325.00001	939	1591.00001	621
ENSG00000061337	1	2	1	0	0	0
ENSG00000061455	0	0	5	2	0	1
ENSG00000061656	918.99999	914.00001	920	725.00001	624.99999	655.99999
ENSG00000061676	672	517.99999	529	405.99999	352.00001	290
ENSG00000061794	2629.00001	2465.00001	2409.00001	3986.99999	1927.99999	3251.00001
ENSG00000061918	180.99999	158	149.99999	102.99999	109.99999	84
ENSG00000061936	468.99999	407.00001	362.00001	468.99999	576.99999	261
ENSG00000061938	86.99999	94.99999	88.99999	151.00001	268.00001	106.00001
ENSG00000061987	103.99999	85	87.99999	101.99999	81	49.00001
ENSG00000062038	4344	3900.00002	4283.00001	3299.99999	3826.00001	3016.99999
ENSG00000062096	0	0	1	0	0	0
ENSG00000062194	738.00002	695.00001	667.99999	319	252	303
ENSG00000062282	69	124	80	79	106	104
ENSG00000062370	86	73.00001	91.99999	14	18	14
ENSG00000062485	2255.00001	1985.99999	1847.00001	2168.00001	1601	2040.00001
ENSG00000062524	0.99999	0	0	0	0	0
ENSG00000062582	18930	17481.00001	16928.99999	17589.99999	14491	14556.99999
ENSG00000062598	208	205	203.99999	126	186	132.00001
ENSG00000062650	635.99999	523.99999	603.00001	164	117.00001	125.99999
ENSG00000062716	5372.99999	5440.99997	5199.99998	2903	1405.99999	2255
ENSG00000062725	315	303.99999	305	161	152	128
ENSG00000062822	146	134	141.99999	512.99998	844	474
ENSG00000063015	0	0	0	0	1	0
ENSG00000063046	5472.00001	4865	4872.99997	4851.00001	3428.99999	3766.00001
ENSG00000063127	29	19	27	38	6	8
ENSG00000063169	57.00001	52	55	93	83	67.99999
ENSG00000063176	143.99999	166.99999	133.99999	127.00001	202.99999	108.99999
ENSG00000063177	35342	31153.00001	29317	94072.00002	77199.00001	75790.99998
ENSG00000063180	315	296.99999	272.99999	234	249.99999	265.99999
ENSG00000063241	5286.99999	5585	5256.99997	5282	4400.99999	5188.99999
ENSG00000063244	1094	980	1007	1170	1334	1200.99999
ENSG00000063245	1369.99998	1531	1370	769.99999	1710.99999	704.00001
ENSG00000063322	461.99999	479	402.99999	1566	1314.00001	1374.99999
ENSG00000063438	14.00001	13	2	11.99999	11.00001	17.00001
ENSG00000063587	202	130	164	102	97	88
ENSG00000063601	337	383.00001	339.99999	455	412.99999	300
ENSG00000063660	868	757	776	352.00001	508	281
ENSG00000063761	218.99999	197	181	208.99999	168.99999	187.99999
ENSG00000063854	714.00001	692.00001	712	395	435	370
ENSG00000063978	886.99999	831	803	820.00001	817	626.99999
ENSG00000064012	1715.00002	1470.99998	1681.99999	1331	796.00001	1013
ENSG00000064042	456	447.00002	394.99999	543	467	416.00001
ENSG00000064102	583.99999	584.99999	589.99999	630.00001	453.00001	473
ENSG00000064115	532.00002	531	475.00001	605	498.00002	544
ENSG00000064195	69	82	61	32	31	28
ENSG00000064199	920.99999	691.99999	756	474.99999	328	375
ENSG00000064201	1	0	1	7	2	8
ENSG00000064205	1195.99999	972.99999	1035	100	85	62.99999
ENSG00000064218	2	4	3	0	0	0
ENSG00000064225	60	47.00001	46	75	104	30
ENSG00000064270	244	202	212.99998	169.99999	161.99999	127.99999
ENSG00000064300	7	4	5	3	2	1
ENSG00000064309	25.99999	23	22.00002	32	42	14.00001
ENSG00000064313	276	202.00002	263	102.99999	130.00001	68
ENSG00000064393	1120	757	825.00001	429	382	221
ENSG00000064419	1131.00001	764.99999	748.00001	680.99999	696.99999	413.99999
ENSG00000064489	69	60	87	106	51	128
ENSG00000064490	1763	1717.99999	1668	2152.00001	2228.99999	2105
ENSG00000064545	1191.99999	1167.99999	1085.00001	1372	1345.99999	1635.00001
ENSG00000064547	777.00001	851.00001	773.00001	482.99998	517	435.00001
ENSG00000064601	10358.99998	9281.00003	8723.99998	5523.00001	4661.00001	5725.00001
ENSG00000064607	289	264	295	256.00001	249.99999	180.00001
ENSG00000064651	243	220.99999	232	242	204	246
ENSG00000064652	737	765.00001	796	601	425	475
ENSG00000064655	1.00001	0	0	0	0	0
ENSG00000064666	6188.00003	5890.00001	5068.99999	6736	6374	5271.00002
ENSG00000064687	2157	1943	1860.99999	1612	1382.99999	1114
ENSG00000064692	2	3	1	3	2	5
ENSG00000064703	130.99999	112	132	131	118.00001	109.99999
ENSG00000064726	707.00001	570	605	243.99999	180	205
ENSG00000064763	4	1	2	41.99999	46.99999	35
ENSG00000064787	1	1	6	30	29	24
ENSG00000064886	49	44	40	228	144.99999	213.99999
ENSG00000064932	266	257.00001	255.00001	309.00001	515.00001	232.99998
ENSG00000064933	375.00001	377.00002	391.99998	213	163.99997	188.99999
ENSG00000064961	1394.99998	1689	1415.00001	1424	1623.99998	1494.99999
ENSG00000064989	37.99999	20	24	1	0	0
ENSG00000064995	996.99999	934.99999	955.00001	898.99999	824	684.99999
ENSG00000064999	287	144	239	280	420	210.99999
ENSG00000065000	2777.99999	1892	2251	1819	2697.00001	1186
ENSG00000065029	186	223.99999	188.00001	218.00001	188	169.99999
ENSG00000065054	133	132	133.99999	953.00001	1883	790.99999
