R1_H1975 R2_H1975 R3_H1975 R1_HCC827 R2_HCC827 R3_HCC827
BET1-201 4492 3166.71298 3777 1463 811 1325
NAMPT-201 1981.27926 956.42785 1572.5553 0 0 0
POLR1F-201 2449 2335 2412 1023 647 628
PON2-201 0 0 0 0 0 298.82187
HBP1-201 24.76644 29.99999 20.41537 4 8 6
SP4-201 0 0 2 0 0 0
CBLL1-201 10 18 16 0.47859 0 0
PALS2-201 3.17115 11.85188 5.6989 1.92063 0.23471 2.81069
H2AZ2-201 8 8 12 2 0 1
CAV2-201 3641.7341 3772.03564 3258.51584 2078 734.27181 1469
HOXA2-201 0 0 0 0 1 0
LFNG-201 1 1 2 0 5 1
HOXA5-201 0 1 0 22 21 22
TSPAN12-201 114 142 136 26 16 35
CHN2-201 0 0 0 0 0 1
FKBP14-201 191 185 179 13 9 13
STX1A-201 2 4 3 1 0 3
NOD1-201 1 0 0 0 1 0
CCL24-201 0 0 1.6702 0 0 0
BUD31-201 906.01484 716.9652 640.71223 494.42347 123.37305 402.78806
CYP3A5-201 0 0 0 2 0 2
SNX8-201 465 450.99999 380.99999 557.07861 571.99998 872.12886
WASL-201 21.95785 32.58729 27 6 2.81362 8.91567
AIMP2-201 3545 3676 3468 3210 1951 3042
MOSPD3-201 78.40738 100.425 65.82637 98.51008 84.6614 146.80348
RBM28-201 92 141 107 43 9 45
IRS3P-201 25 13 20 1 2 1
LSM5-201 11.46945 20.49118 26.71015 13 2.46166 23
SERPINE1-201 1005 1047 842 2 0 3
PLOD3-201 291 303 205 84 35 113
CEP41-201 210 230 188 90 56 75
MEST-201 1 0 0 0 0 0
YAE1-201 1337 1230 1337 468 314 454
GIMAP2-201 109 85 80 91 29 69
PSMA2-201 14664 14101 13584 6940 4041 6720
MRPL32-201 4020 3645 3659 2085 869 1665
COA1-201 576 502 406 237 112 200
POLD2-201 0 0 0.77566 0 0 0
MYL7-201 3 4 3 0 0 0
BCL7B-201 270 320 174 106 70 161
YKT6-201 541 688 516 258 150.89691 230
PTGS1-201 3 2 0 2 0 1
ZNF510-201 22.89782 15.39472 0 0 0 1.95081
ZNF688-201 89 141.99999 83.78183 53 44.5 58
CHMP5-201 25.09038 3091.6744 92.22709 12.18567 2e-05 3e-05
SPATA6L-201 1.77955 0 0.95373 0 0 4.87802
FKTN-201 0 0 4 1 2 3
SEC61B-201 13745 13905 13474 10807 6662 9038
PLGRKT-201 818 726 704 973 425 791
EDF1-201 11972 11007 11114 17105 10345 14371
VIM-201 18200.99956 19009.99956 17220 558 367 452
BLNK-201 29 40 33 15 7 23
CYP26A1-201 0 0 0 20 22 29
ATE1-201 2 5 2 5 0 3
CCSER2-201 2 1 1 0 0 0
ACTA2-201 3 8 8 0 0 0
PITRM1-201 75.90725 80.22017 76.64795 18.27934 2.10506 12.60932
STN1-201 2e-05 20.33329 141.84243 5.86026 0 161.99999
DNAJC12-201 20 20 23 204 114 210
PPIF-201 379 483 325 251 205 323
TBC1D12-201 0 0 1 0 0 0
ST6GALNAC2-201 229 226 188 13 8 32
DHX33-201 2 3 3 1 1 3
UTP18-201 270.91944 384.24748 286.57928 254.62847 172.93901 274.52553
SLC25A39-201 3096 3769 2749 1911 1392 2237
P2RX5-201 12.88255 16.53905 12.55024 6.22505 8 9.8183
NUFIP2-201 22 31 27 2 0 4
GIT1-201 1 0 0 0 0 0
RPL19-201 65185 61132 57523 134696 71546 108382
RUNDC3A-201 1 0 0 0 0 1
SUPT4H1-201 0 0 0 3101.4395 1573.67422 2588.77482
SHPK-201 40 39 31 41 21 38
TAX1BP3-201 1152.5 1555 1335.5 1613.3608 1206 1338.36078
GOSR2-201 29 25 23 8 12 14
PNPO-201 6 13 15 1 0 0
TVP23C-201 0 0 0 0 0 1
RPS6KB1-201 182 180 130 29 17 46
CBX1-201 228.85733 65.183 198.70838 209.76536 37.3363 375.64803
PIGL-201 227 207 167 215 117 202
GALK1-201 54 57 47 79 54 75
PFN1-201 41024.43546 48515.08373 39372.99801 49780.08386 38402.47367 44791.05553
SLC25A11-201 1126 1404 1066 2076 1583 2831
RASD1-201 49 43 89 32.5 38 68
NUP88-201 14 9 15 0 0 0
C1QBP-201 7149 8583 7013 7064 5047 7322
CPD-201 6 11 11 2 0 1
GOSR1-201 320 307 319 228 112 151
CCDC47-201 430.36844 519.6676 281.89162 172.99999 44.56872 19.39882
MED31-201 1603 1543 1471 1204 835 1145
DRG2-201 979.99996 841.65921 669.70598 1388.99991 924.2886 2021.50002
AKAP10-201 9 11 6 7 1 6
SMARCD2-201 1 5 1 1 0 0
SYNGR2-201 1077 1493 1089 2010 1326 2341
DDX5-201 3253 3905 3146 2180 839 2272
CCL2-201 988 831 860 5 2 3
PEX12-201 45 61 47 22 3 13
KAT2A-201 8 11.5 4.5 10.5 8.53342 20.5
NAGLU-201 18 30 27 16 10 14
ABI3-201 0 0 0 0 1 0
COL1A1-201 49 46 34 0 0 0
MRPL27-201 3066 2900 2781 3480 2674 3088
LRRC59-201 895.07723 1237 854 625 526 758.21566
HDAC5-201 0 0 0 0 0.01518 0.04944
DUSP3-201 295 356 306 238 142 279
EFNB3-201 1 0 0 0 0 0
RANGRF-201 992 957 956 2867 1869 2601
VTN-201 68.66627 38.86775 36 1 0 0
TNFAIP1-201 143 182 150 47 38 67
TMEM97-201 764.41758 730 583 824.96646 667 517.05133
CD38-201 0 1 0 2 0 0
IBSP-201 0 0 0 3.72976 0 0
LAP3-201 17.14472 536 11.14995 0.77688 304 22.24122
CXCL6-201 179 159 165 38 12 34
JADE1-201 5 11 8 5 1 4
SULT1E1-201 10 8 12 9 5 22
LAMTOR3-201 0 0 1 0 0 0
PF4V1-201 34 33 32 0 0 0
NFKB1-201 1 1 0 3 1 1
KLHL2-201 0 3 2.88707 1.10668 0 0
WFS1-201 38 40 23 23 6 32
SPA17-201 26.95205 1e-05 0 232.85228 1e-05 211
LDHA-201 35 25 29 16 6 9
PLEKHB1-201 88 76 96 156 72 204
CTSC-201 1368 1163.90975 1072 933.92046 247.83672 912.3888
ZPR1-201 337 537 350 472 383 458
JHY-201 1 2 4 0 0 0
HSPA8-201 0.85615 0.56344 8.21581 16.80212 162.66571 1.25851
DTX4-201 0 0 0 2 0 0
UNC93B1-201 96.26986 177.27788 120.68319 81.31185 42.68893 153.90156
PUS3-201 37.5 57.5 1e-05 34.5 18 24.5
ST3GAL4-201 12.2804 0 0 3 5 0
SF1-201 49.37956 18.9169 35.79294 29.1605 5.12147 2e-05
CCND1-201 735 841 708 704 406 672
CCDC86-201 602.56821 747.4214 609.35259 1096.09756 677.40325 1215.09891
PRPF19-201 0 73.2097 0 0 5.56272 50.25084
TMEM109-201 399.93035 495.62542 420.39172 0 0 196
ANAPC15-201 0 800.64454 461.66237 982.15089 136.96033 932.86553
PANX1-201 79 138 102 52 30 61
IL10RA-201 0 0 2 0 0 0
GALNT18-201 60 70 67 28 10 38
BIRC2-201 23 35 23 7 1 23
PDHX-201 15.9864 18.90191 17.2337 12.6028 0 16.65457
SLC15A3-201 0 2 1 0 0 0
C11orf58-201 1367.41682 1015.4669 1367.51869 1163.92069 596.43056 247.70917
RPS13-201 251 196.69964 249.27 0.00355 408.21356 393.22849
YBX3-201 0 3.60697 11.43215 0.87748 0 23.06363
SART3-201 3 1 2 5 1 3
ZNF268-201 5 5 2 5 4 3
RPLP0-201 6403 6243 5394 14000 7731 13780
PXN-201 13 19 9 4 3 2
SLC25A3-202 0 0 0.65095 0 0 0
POLR3B-201 6 9 7 5 1 3
PRDM4-201 7 18 10 3 2 6
CLEC2B-201 86 71 76 6 5 8
SELPLG-201 0 2 0 0 0 0
KCTD10-201 44 60 53 26 10 30
MLEC-201 801 750 615 628 604 572
MVK-201 49.93806 39.48381 58 25.29364 51.52932 98.79162
CSRNP2-201 10 10 10 5 1 7
IL23A-201 0 6 4 56 36 78
CYP27B1-201 0 3.5 0 0 0 1
PPM1H-201 1 0 0 0 0 0
LTA4H-201 1056 1051 968 841 377 912
ELK3-201 64 92 63 21 9 22
ITFG2-201 31 43 31 61 33 75
PARP11-201 9 14 19 0 0 0
ARPC3-201 5e-04 6516.92038 2796.95723 0 0 0
GPN3-201 970 1025 895 689 332 601
RAD51AP1-201 4 12 4 2 1 0
AKAP3-201 2 0 0 0 0 1
CREBL2-201 116 114 94 117 80 122
CDKN1B-201 179 168 167 264 78 224
SCNN1A-201 37 45 32 96 37 163
LTBR-201 247 348 229 557 414 778
OGFOD2-201 415 515 430 631 495 789
MGP-201 0 1 0 0 0 0
GTF2H3-201 17 11 13 7 8 8
VDR-201 0.08325 0.04601 0 0 0 0
NUP107-201 6.6741 39.84429 10.50645 10.17773 6.31093 13.96217
CNOT2-201 319 390.99998 281.28623 236 72.68323 197
KRR1-201 659 756 710 0 149 293
MRPL51-201 7176 6477.60477 6286 8851 7034 7681
GAPDH-201 134694.99351 128580.99313 121362.99441 370054.97912 256749.98414 451744.97544
ACRBP-201 2 2 6 1 0 1
COPS7A-201 127 133 109 75 34 90
CDCA3-201 17 12 29 40 9 36
CHPT1-201 11 18 31 9.68196 0 5
USP5-201 8 5 7 7 6 26
TPI1-201 12853.22908 12992.26126 11928.60783 33213.50288 27221.21501 41675.47826
C12orf57-201 4212 3713 3766 3929 2978 3727
APOBEC1-201 0 1 0 12 12 27
GOLT1B-201 208 249 199 410 215 329
PRKAB1-201 125.07085 125.64182 116.41582 517.14133 266.1611 700.78219
CMAS-201 177 285 208 317 181 364
HCFC2-201 17 20 21 2 1 9
RAB35-201 102 142 86 99 51 99
COX6A1-201 33361 28926 28979 46529 29560 36546
GATC-201 0.18951 0 0 0 0 0
SRSF9-201 1655 1473 1000 658 742.99998 934
FGFR1OP2-201 69 90 64 33 11 35
RSPH4A-201 0 0 1 0 0 0
TMEM14C-201 4994.99993 4787.99987 4547.99995 3111.76611 1882.99996 3048.99998
SMIM8-201 89 97 100 129 94 118
ASF1A-201 838 918 893 583 199 474
HINT3-201 96 97 104 86 39 76
ULBP1-201 32 35 30 8 2 4
SLC44A4-202 0 0 0 0 1 0
FBXO5-201 84 77 69 53 13 43
FANCE-201 5 0.41386 1 1 0 0
MAPK14-201 24.76016 14.79536 14.79368 5 4 9
MAPK14-202 3 9 11 3 1 3
STK38-201 0 23.9772 4.91696 0 0 24
MCM3-201 5 3 4 1 0 0
RNF8-201 1 1 0 2 0 3
SAYSD1-201 269 237 262 141 84 118
CAP2-201 25.51538 0 33.42187 3.88743 1.92086 2.5424
GPR63-201 1 2 1.38837 0 0 0
FBXL4-201 6 4 6 8 0 7
ACOT13-201 3457 2863.62963 2880.99993 1612 867 1274
RPS12-201 97162 87395 84875 148771 97485 95979
GMNN-201 450 395 348 221 91 170
SNX3-201 1845 2349 1946 1586 814 1383
ZBTB24-201 10 3 6 5 2 4
FIG4-201 0 0 0 1.99194 0 0
ADGRG6-201 0 1 0 0 0 0
MDFI-201 0 0 2 0 0 0
BYSL-201 0 69.81988 0 0 0 0
TBP-201 30.6933 13.60724 14.39999 9.11114 0 15.5
MRPL2-201 88 58 57 347 260 297
PTK7-202 8 14 10 3 1 8
DNPH1-201 3317 3928 3290 2194 2063 2318
EXOC2-201 16 10 13 16 2 9
TMEM30A-201 217 298 232 81 44 96
H3P16-201 0 1 0 3 0 1
TTK-201 0 0 0 0.5 0 0
MTREX-201 43 61 37 17 6 28
ISL1-201 0 0 0 1 0 0
HARS2-201 257 266 224 157 96 195
NUDT12-201 17.04283 0 4.85725 0 1 17
DAP-201 637 778 530 185 91 267
BRD8-201 10 7 9 13 1 8
MRPS30-201 1 0 0 0 0 0
HBEGF-201 22 44 32 6 5 4
LOX-201 396.38011 423.87055 364.38364 4 1 3
PCDHB3-201 2 1 6 0 1 0
PCDHB5-201 36 64 43 0 0 0
PCDHB6-201 0 0 1 0 0 0
PCDHB7-201 9 5 2 2 1 4
PCDHB15-201 49 30 30 0 0 0
THG1L-201 551 557 538 650 355 533
TTC1-201 693 825 701 392 176 359
LNPEP-201 4.38541 5.70047 7 0 0 0
ST8SIA4-201 9 7 10 13 4 19
NUP155-201 3.91982 6.42094 7.80499 1.51064 0 2
C5orf15-201 412 426.5 705.99998 170 82 325
TRIM23-201 9 14 10 8 0 7.87656
TRAPPC13-201 20 20 18 8 6 8.83539
RARS1-201 521 623 534 290 140 274
BNIP1-201 45 42 37 36 17 46
ZMYND10-201 30 42 27 42 40 65
EHHADH-201 13 11 15 0 0 0
FAM162A-201 42 36 40 8 21 32
PFKFB4-201 28 49 36 12 7 7
HES1-201 8 6 1 3 1 3
ECT2-201 9 10 8 7 2 5
TUSC2-201 1031 1253 939 480 526 516
NPRL2-201 0 0 0 143.40713 0 0
CYB561D2-201 100 95 78 118 84 179
CEP15-201 12 8 18 2 5 8
GNB4-201 37 56 30 0 0 0
ABTB1-201 95 91 72 123 62 156
KLHL18-201 25 33 30 15 14 21
RRP9-201 275 399 287 271 288 330
AADAC-201 1 1 1 0 0 0
EIF1B-201 2556 2324 2182 1558 780 1286
TNNC1-201 1 4 0 466 293 363
SPCS1-201 10079 10261 10167 7181 4079 5642
NEK4-201 14 15 4 3 1 2
WDFY1-201 43 51 23 42 17 24
EIF2AK2-201 65 94 64 34 8 28
DAZAP1-201 0 18.08759 5.66667 8.95014 0 5.74723
DDX1-201 178.56102 222.33386 238.42331 112.63297 43.1137 118.91528
FKBP7-201 1.99107 8 8 8.95161 0 8
MDH1-201 2195.87618 1472.75218 2041.69645 1662.90562 864.2675 1582.03965
MAPRE3-201 113.99994 150.99996 126.99994 31.99998 12 45.99998
TMSB10-201 382564 354073 337188 435798 325484 327354
NCK2-201 0 1.5 0.5 0 0.5 0.5
TFPI-201 1105.57675 1175.99993 1057 483.09546 194 352.74916
NDUFS1-201 270 314 249 218 67 188
RTKN-201 24 36 24 6 6 6
INO80B-201 0 0 0 363 0 460
TTL-201 0 2 0 0 0 0
FAHD2A-201 168.06973 155.72775 147.89301 167.39725 109.31689 157.63351
SF3B6-201 16033.63632 13288.31312 13694.48867 14167.145 7507.29839 10992.4297
CENPA-201 25 31 29 15 11 25
SLC30A3-201 1 0 1 0 0 1
MPV17-201 73.40577 177.65051 501.18443 5.25035 141.8187 455.53888
SNX17-201 324.63652 466.18822 306.58568 596.97557 165.92803 503.74518
REEP6-201 0 0 0 1070.30367 967.97384 1632.99995
RPS15-201 39.36417 48.81068 15.93732 64.7512 27.23382 28.13661
GCA-201 35 47 36 17 11 9
WBP1-201 647 758 667 809 647 917
TTC31-201 0 11 0 12 0 6.0194
NDUFS7-201 5103 4697 4695 4778 3711 4083
PCGF1-201 237 229.31987 243.35645 331.45272 42.56798 359.50696
DOK1-201 78.30186 84.12751 56 123 84 143.19586
POLE4-201 23 34 16 0 0 2
LANCL1-201 1 0 0 0 0 0
REG1A-201 1 0 0 0 0 0
IGFBP2-201 31 37 22 11 16 18
IGFBP5-201 0 0 1 0 0 0
KCNJ13-201 1 0 0 1 0 0
GGCX-201 65 55 46 40 14 49
HSPE1-201 18695 14592 14760 9652 7461 9522
PPP1R7-201 1106.91698 1014.15642 931.7798 1307.99998 775.60894 1300.14499
PASK-201 3 2 0 1 0 0
ID2-201 2 1 1 1 0 0
ODC1-201 1e-05 0.0181 0.19365 0 4.83909 0.2312
PLEKHB2-201 73 97 67 80 43 58
CEBPZ-201 1e-05 1e-05 0 0 0 0
PRKD3-201 7 9 6 1 0 2
DLX2-201 1 4 4 1 0 0
SLC1A4-201 22 13 11 3 3 12
ORC2-201 0 0 0 0 17 30
COX7A2L-201 5870.23629 6048.47726 5580.07252 7086.32352 3537 5819
PPP3R1-201 3 5 4 1 0 3
VAX2-201 2 17 5 0 0 0
MSH6-201 10 24 13 4.96259 0 6
PLEKHA3-201 30 25 46 11 7 14
SPR-201 510.84218 739.00757 599.71341 539 388.8143 583.6922
ENO1-201 6862.88861 19445.31126 16024.84127 24312.00337 2437.63607 37835.02434
CDC7-201 0 0 0 0 0 6.08708
SYDE2-201 0 0.25077 0 0 0 0
SARS1-201 2711 2727 2381 5412 3326 6451
TCEANC2-201 35.97134 50.02878 36.19282 70.91563 19.00744 44.57263
RPL22-201 16003.25657 15493.15987 14974.13213 19463.54509 18362.39987 18605.56655
WDR77-201 618 650 579 936 546 1083
RNF19B-201 4 4 2 1 1 1
C1orf21-201 159 118 133 1 3 8
MFN2-201 0 0 1e-05 1.4893 0 0.0184
SLC35D1-201 21 26 14 6 4 11
RGS2-201 78 70 62 316 136 351
WARS2-201 150 150 134 335 154 237
OSCP1-201 46 54 72 89 52 104
AKR7A2-201 865 1016 778 905 691 1195
GBP3-201 0 2 0 4 0 2
HMGCL-201 0 0 0 2 0 0
APH1A-201 193 210 197 148 78 194
P3H1-201 0.05106 0 0 0 0 0
EBNA1BP2-201 2649 3051 2609 3839 2099 3563
ATP6V0B-201 499 404 381 1009 617 1130
SLC19A2-201 9 8 6 5 2 9
VAMP4-201 170.8298 191 171 109 35 132
SYF2-201 1949 2070 1941 561 315 530
DHDDS-201 29 36 32 42 40 62
CTSD-201 13384 14986 13107 4660 3012 7158
EEF1B2-201 2610 2388 2094 3374 1541 2334
ATIC-201 1558 1494 1274 2655 1457 3019
FASTKD2-201 109 143 108 69 18 75
TTR-201 0 0 0 0 0 1
TBPL1-201 455 490 467 370 107 269
FBXO30-201 2 7 3 3 0 0
ADAT2-201 90 63 56 59 42 46
TNFAIP3-201 0 7 2 0 0 2
SGK1-201 73 110 57 99 35 104
MED28-201 1640 1434 1272 2081 1158 1686
RNF103-201 14 33 16 6 6 10
MYL12B-201 14423 13450 12939 11135 5890 9102
RPN2-201 2180 2027 1772 850 298 961
ABCG2-201 5.27211 16 10 3 0 0
SPP1-201 47 31 24 7 1 6
STBD1-201 315 268 253 180 57 170
CCNI-201 852.99997 1112.02443 960.99997 1054.99996 530 780
RARRES1-201 12 9 11 1 0 4
LDAH-201 31.32776 34.01445 38.37871 30 16 33
ELL2-201 43 58 56 12 4 19
GLRX-201 1382 1011 1079 1526 701 1133
NDUFB3-201 6910 6581 6385 3385 3167 3903
ZFAND5-201 2 0 1 2 0 2
YWHAQ-201 2219 2694 1949 1549 677 1557
ITGB1BP1-201 200 265 175 27 22 32
CPSF3-201 563 631 549 430 202 365
PIGZ-201 25 31 17 4 7 5
DDX55-201 20 23 26 15 5 17
CCDC92-201 26.95792 10.3178 17 16 4 6
FKBP15-201 0 0 0 0 0.5905 0
HDHD3-201 0 0 14 0.83284 0.97633 0.07444
ALG2-201 40 52 40 37 13 37
VPS4B-201 162 175 120 78 13 70
ADCK1-201 45 54 48 33 20 56
IFI27L2-201 3653 3445 3266 531.4079 372.71779 434.222
NEK9-201 2 3 4 2 0 2
ACYP1-201 757.74675 638.08322 651 235.78778 324 499
IFT43-201 12 25 13 23 6 25
NPC2-201 134 129 110 161 109 144
IRF2BPL-201 688 5 675 21 400 287
ACOT2-201 172 187 160 110 103 159
FLVCR2-201 22 15 12 1 0 3
TGFB3-201 10 10 17 6 1 0
ZC2HC1C-201 0 0 0 1 0 1
SLIRP-201 1687 1464 1470 794 498 573
PAPOLG-201 0 0 2.09884 0.55533 0.0986 0
TP53I3-201 577 550 578 114 72 117
RHOQ-201 9 7 7 3 10 7
TMEM214-201 61 94 35 30 30 51
FAM98A-201 222 216 185 79 35 82
YIPF4-201 1206 1430 1300 361 233 417
AFTPH-201 5.54555 7 4.5 3.67553 0.5 3.5
LGALSL-201 126 55 114 20 12 39
CRIPT-201 2905.58826 2298.65955 2396.09045 1168 813.58905 1016
MFSD13A-201 0 2 0 1 0 1
SLF2-201 0.5 2 1 0 0 0.5
PPP1R3C-201 56 54 60 12 3 7
MXI1-201 13 11 10 5 0 7
HOXB8-201 0 0 0 3 3 5
HOXB5-201 2 2 1 5 10 10
HOXB7-201 0 0 0 988 593 646
DUSP1-201 17 24 8 6 6 18
PANK3-201 69 85 80 48 20 53
MSX2-201 55 42 42 37 22 57
LRP11-201 5 7 2 1 1 0
CCDC170-201 0 3 1 0 0 0
ARAP3-201 0 0 0 0 0 1
PCDHB8-201 59 42 28 10 10 13
PCDHB10-201 27 23 31 8 7 3
PCDHB14-201 29 24 36 13 20 15
PCDHB12-201 7 6 7 6 11 3
SLC25A2-201 0 0 0 0 1 0
PRRX1-201 0 0 1 0 0 0
MSANTD2-201 1 3.5 2 0 0 0
PDZD11-201 1778.47489 1622.71702 1513.86421 3379.25446 1822.24961 2940.99556
CCDC77-201 8 7 3 2 6 5
CCDC169-201 6 11 4 3 1 3
CCDC169-202 9 4 13 4 7 2
UFM1-201 980 859 866 1316 1068 913
ELF1-201 8 4 6 3 3 4
ALG5-201 529 469 461 617 367 562
FAM53C-201 22 23 16 13 5 10
EGR1-201 40 41 26 23 7 30
PFN2-201 587 538 451 198 64 219
MTERF2-201 32.0918 63.58636 54.03469 23.39835 0 37.33307
NFYB-201 373.43968 229.67455 358.43245 92 27.76403 66.10545
FZD3-201 4 1.98522 3.99221 2 0 0
SLC39A14-201 0 0 0 1 0 0
DUSP4-201 82 136 97 109 89 154
SORBS3-201 0 0 0 0 1 3
PPP3CC-201 5 3 3 1 1 3
RNF170-201 5 0 2 1 1 0
TARDBP-201 601 567 477 257 73 231
RDH10-201 14 6 13 68 26 51
LUC7L3-201 125 169 129 44 24 58
DLX4-201 14 13 16 12 5 9
COIL-201 88 118 95 52 11 57
SLC35B1-201 2.83812 289.56237 4.00228 622.12577 161 4.16745
FAM117A-201 17 30 15 9 6 7
NCAPH-201 22 27 16 36 9 24
MND1-201 452 324 291 220 121 185
ZNF141-201 7 13 9 4 6 11
PLBD1-201 0 0 0 0 0 102
PYROXD1-201 98 110 109 32 13 40
KCNJ8-201 0 3 5 0 0 0
ZNF549-201 0 1 0 0 0 0
ZSCAN18-201 1.99998 0.99998 1 0 0 0
ZNF211-201 16 25 19 3 5 2
TFG-201 7e-05 7e-05 7.13573 6e-05 4e-05 0
NAA50-201 493 502 447 209 127 161
PEX16-201 1 2 2 7 2 9
DEPDC7-201 114 148 112 33 6 64
CAT-201 664 681 636 188 50 197
FBXO24-201 0 1 0 0 0 0
GJA3-201 0 1 2 1 0 1
TNFSF10-201 111 94 97 21 13 29
GSTM2-201 198.84481 244.32291 126.92985 47.70511 25 51
CXCR4-201 0 0 0 1 0 0
ACVR2A-201 19 28.81273 23 13 2 6
POLK-201 4 2 4 2 0 0
RASL11A-201 5 6 2 32 25 35
FYTTD1-201 274 268 248 78 29 110
MRPS2-201 2112.67685 2581.78172 2116.19767 3922.2217 2522.87171 4505.05798
COPA-201 72 100 78 40 17 80
AHR-201 1 5 5 0 0 0
SCRN1-201 0 0 0 16.01691 0 0
OCM-201 0 0 0 1 0 0
EEPD1-201 0 0 5.5 5.5 0 8
HOXA7-201 0 0 2 14 5 10
INHBA-201 0 4 4 5 3 5
FKBP9-201 96 135 103 19 9 23
POLM-201 22 13 10 19 8 31
MRM2-201 448 441 381 257 104 265
SLC25A51-201 114 97 95 28 15 22
TAF1L-201 0 0 1 0 0 0
DCAF10-201 4 3 0 2 0 0
ZC3HAV1-201 16 21 20 2 1 5
SRGN-201 414.9634 169 326.48878 0.5 0 0
EGR2-201 0 2 1 0 0 0
FAM149B1-201 1 4 2 0 0 0
DYNLL1-201 8895 7648 7886 6029.96422 3309.87757 4529.20309
IFT81-201 1 2 3 3 1 2
ACADS-201 75 11.27852 72 82 95.46646 66.46033
HVCN1-201 6 4 2 0 0 0
RNF11-201 99 138 87 113 37 114
SSPN-201 7 3 8 0 0 0
DDX39A-201 1887 1951 1551 1524 1135 1783
PKN1-201 1 4 0 13 7 19
TRIR-201 2546 3173 2934 2222 2171 2458
ADGRE5-201 15 18 15 10 2 9
KLHL24-201 19 25 10 17 4 8
CCDC70-201 1 1 3 0 0 0
EBPL-201 584 598 355 693 407 1049
CENPK-201 0 0.01356 0 0 1.35518 0
PFDN5-201 306 294 293 161 61 200
ORMDL2-201 3613 3497 3386 5479 4006 4853
NR4A1-201 3 0 0 0 0 0
HOXC13-201 3 1 3 8 3 4
HOXC12-201 0 0 0 0 0 1
HOXC6-201 0.5954 0 1.25196 0 1.52769 0.79621
SMUG1-201 212 199 159 396 262 265
FAAH-201 36 20 12 3 3 13
RSRP1-201 68 52 53 7 5 2
SEC61A1-201 784.99793 977.00553 670.1941 388.84303 155 618.49715
TCEAL3-201 139 3e-05 101.5 87.5 2e-05 64.37668
RAB9B-201 0 0 0 3 0 1
RAB9A-201 20 20 19 25 11 21
NMI-201 1001 992 985 893 414 788
TNFAIP6-201 0 1 0 0 0 0
ACVR1C-201 1 2 0 0 0 0
SLC36A1-201 9 3 0 3 2 3
BATF3-201 5 8 8 243 262 270
EXOSC9-201 340 340 292 145 83 158
PLA2G12A-201 643 767 665 681 407 488
SNRPA-201 863.26272 1117.52602 869.58062 1980 1420 2182
B9D2-201 125 119 117 204 176 223
ZNF468-201 18 28 25 8 1 3
ZNF415-201 49 41 31 4 4 4
ZNF350-201 345 324 312 29 13 41
RAB38-201 698 652 728 577 282 565
HAUS3-201 4 11 9 2 1 3
CHPF-201 138 218 153 49 33 54
INHA-201 10 18 11 2 1 5
SP140L-201 11 11 5 5 4 7
ENKD1-201 40 48 36 41 46 70
UBE2C-201 81 39 64 51 37 42
SLC35C2-201 14 18 12 30 16 40
ACTR5-201 32 45 54 33 24 31
SYS1-201 188.32295 194.76797 1321 85.24219 115.57143 76.15989
PI3-201 7 9 9 10 9 10
ATP5F1E-201 70793 60346 60985 38190 29907 28850
SRSF6-201 544 581 504 77 41 99
RAB22A-201 92 106 52 14 14 51
SNAI1-201 546 430 408 34 11 32
MOCS3-201 367 294 252 179 238 196
RNF114-201 541.89119 533.77107 341.51207 541.38808 294.1441 542.94185
ENST00000244070 3 3 3 8 3 2.36244
PEPD-201 652 788 613 464 251 609
MCEE-201 232 177 154 154 75 138
PAIP2B-201 290 268 246 205 130 202
SNRNP27-201 826 968 842 697 343 542
MPHOSPH10-201 202 204 192 88 35 94
IL17C-201 1 3 1 7 4 8
PSG9-201 0 0.40179 0 0 0 0
PSG4-201 4 4 5 0 0 0
PSG1-201 1 2 1 2 0 1
LYPD3-201 208 163 164 10 10 12
RNF39-201 0 0 1 1 1 1
PACSIN1-201 0 0 0 2.5 1 0.5
BTN3A3-201 6 0.77604 4 0 3 4
SNRPC-201 6181 5726 5544 6797 4098 5586
H1-3-201 11 1 11 6 5 9
H4C6-201 3 2 0 2 2 1
UNC5CL-201 0 0 0 2 0 1
AARS2-201 5 11 4 10 5 9
H1-1-201 0 0 2 0 0 0
ZNF391-201 3 0.5 0.5 2 2 1.5
KLHDC3-201 0 0 1 0 0 0
TREM1-201 29 26 33 16 17 14
MEA1-201 98 102 98 104 107 94
CDKN1A-201 1426 1716 1448 179 84 230
SOX4-201 1329 5787 6029 19104 11298 1648
SSR1-201 1262.46043 1203.286 1180.28432 478.18253 183.7012 434.54279
BLOC1S5-201 5 9 13 2 2 1
LRRFIP1-201 12 15 8 5 5 2
EREG-201 48 66 69 107 62 99
SCGB1D2-201 4 6 5 0 0 0
SCGB2A1-201 1 1 1 25 19 28
EMC3-201 1850.37895 1695.68112 1733.9841 1612.8766 802.8264 1568.88131
BBS2-201 138.02628 159.14366 95.51977 116.13555 25.53995 120.55082
MT2A-201 247453 215432 216970 143200 129139 116410
GOT2-201 697.33921 1065.08221 879.53934 1123.17235 492.11487 1587.74146
SPHK2-201 1.5 2.5 0 0 0 0
RAP2A-201 2 2 7 2 1 0
HROB-201 0 0 0 1 0 3
SLC22A5-201 4 0.5 6 2 0 4
IRF1-201 167 194 148 112 59 131
BMP4-201 0 24 18 3.32195 0 2.4688
PTGER2-201 0 1 0 0.92745 0 3.65701
RPS29-201 171766.43336 137526.63427 147540.05587 303148.26908 203100.70883 187152.52209
